   0.00000E+00   1.37012E-02   4.11036E-02   6.85061E-02   9.59085E-02   1.23311E-01   1.50713E-01   1.78116E-01   2.05518E-01   2.32921E-01   2.60323E-01   2.87725E-01   3.15128E-01   3.42530E-01   3.69933E-01   3.97335E-01   4.24738E-01   4.52140E-01   4.79542E-01   5.06945E-01   5.34347E-01   5.61750E-01   5.89152E-01   6.16555E-01   6.42587E-01   6.67318E-01   6.90812E-01   7.13131E-01   7.34335E-01   7.54478E-01   7.73614E-01   7.91793E-01   8.09064E-01   8.25471E-01   8.41057E-01   8.55864E-01   8.69931E-01   8.83295E-01   8.95990E-01   9.08050E-01   9.19508E-01   9.30393E-01   9.40733E-01   9.50556E-01   9.59889E-01   9.68754E-01   9.77177E-01   9.85178E-01   9.92779E-01   1.00000E+00
   6.66584E+02   6.66459E+02   6.65459E+02   6.63460E+02   6.60461E+02   6.56463E+02   6.51465E+02   6.45468E+02   6.38471E+02   6.30474E+02   6.21478E+02   6.11483E+02   6.00487E+02   5.88493E+02   5.75498E+02   5.61504E+02   5.46511E+02   5.30518E+02   5.13525E+02   4.95533E+02   4.76542E+02   4.56550E+02   4.35559E+02   4.13569E+02   3.91752E+02   3.70191E+02   3.48953E+02   3.28097E+02   3.07669E+02   2.87709E+02   2.68246E+02   2.49305E+02   2.30903E+02   2.13054E+02   1.95765E+02   1.79041E+02   1.62883E+02   1.47289E+02   1.32254E+02   1.17773E+02   1.03836E+02   9.04342E+01   7.75563E+01   6.51906E+01   5.33241E+01   4.19435E+01   3.10351E+01   2.05847E+01   1.05778E+01   1.00000E+00
   2.93704E+02   2.93649E+02   2.93210E+02   2.92331E+02   2.91012E+02   2.89254E+02   2.87056E+02   2.84418E+02   2.81341E+02   2.77825E+02   2.73868E+02   2.69473E+02   2.64637E+02   2.59362E+02   2.53648E+02   2.47494E+02   2.40900E+02   2.33867E+02   2.26394E+02   2.18481E+02   2.10129E+02   2.01338E+02   1.92107E+02   1.82436E+02   1.72841E+02   1.63359E+02   1.54020E+02   1.44848E+02   1.35864E+02   1.27086E+02   1.18527E+02   1.10197E+02   1.02105E+02   9.42551E+01   8.66520E+01   7.92973E+01   7.21915E+01   6.53337E+01   5.87219E+01   5.23533E+01   4.62243E+01   4.03306E+01   3.46673E+01   2.92291E+01   2.40106E+01   1.90058E+01   1.42086E+01   9.61276E+00   5.21203E+00   1.00000E+00
   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01   1.60104E-01
   5.44552E+01   5.44552E+01   5.44552E+01   5.39404E+01   5.32200E+01   5.22131E+01   5.09044E+01   4.93089E+01   4.74434E+01   4.53386E+01   4.30511E+01   4.06460E+01   3.81922E+01   3.57520E+01   3.33883E+01   3.11506E+01   2.90698E+01   2.71657E+01   2.54460E+01   2.39096E+01   2.25487E+01   2.13530E+01   2.03088E+01   1.94039E+01   1.86407E+01   1.80174E+01   1.75101E+01   1.71004E+01   1.67734E+01   1.65173E+01   1.63234E+01   1.61844E+01   1.60946E+01   1.60497E+01   1.60461E+01   1.60805E+01   1.61506E+01   1.62547E+01   1.63902E+01   1.65544E+01   1.67456E+01   1.69631E+01   1.72038E+01   1.74644E+01   1.77415E+01   1.80319E+01   1.83331E+01   1.86425E+01   1.89560E+01   1.92689E+01
   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00   2.02892E+00
   1.10468E+07   1.10468E+07   1.10466E+07   1.10462E+07   1.10456E+07   1.10448E+07   1.10438E+07   1.10426E+07   1.10410E+07   1.10392E+07   1.10371E+07   1.10345E+07   1.10316E+07   1.10281E+07   1.10241E+07   1.10195E+07   1.10142E+07   1.10081E+07   1.10012E+07   1.09934E+07   1.09848E+07   1.09751E+07   1.09645E+07   1.09528E+07   1.09407E+07   1.09284E+07   1.09159E+07   1.09033E+07   1.08907E+07   1.08783E+07   1.08660E+07   1.08539E+07   1.08421E+07   1.08307E+07   1.08196E+07   1.08088E+07   1.07985E+07   1.07886E+07   1.07792E+07   1.07702E+07   1.07616E+07   1.07534E+07   1.07457E+07   1.07384E+07   1.07315E+07   1.07250E+07   1.07189E+07   1.07131E+07   1.07077E+07   1.07025E+07
