 Time points
          14
 Time  Power
   0.0000000000000000        2.0000000000000000        0.0000000000000000     
   1.6000000000000001        2.0000000000000000        0.0000000000000000     
   3.5000000000000000        2.0000000000000000        0.0000000000000000     
   4.6100000000000003        2.0000000000000000        0.0000000000000000     
   7.8200000000000003        2.0000000000000000        0.0000000000000000     
   11.380000000000001        2.0000000000000000        0.0000000000000000     
   12.100000000000000        2.0000000000000000        0.0000000000000000     
   14.013999999999999        2.0000000000000000        0.0000000000000000     
   14.673999999999999        5.0000000000000000        0.0000000000000000     
   75.031400000000005        20.000000000000000        0.0000000000000000     
   75.037999999999997        53.000000000000000        0.0000000000000000     
   599.89999999999998        53.000000000000000        0.0000000000000000     
   628.89999999999998        53.000000000000000        0.0000000000000000     
   6289.0000000000000        53.000000000000000        0.0000000000000000     
