 Time_points  t_bar
           8          74
 Time  Density
  -1.0000000000000000E-002   1.9999999999999999E-006
   0.0000000000000000        1.9999999999999999E-006
   1000.0000000000000        1.9999999999999999E-006
   1500.0000000000000        1.9999999999999999E-006
   9000.0000000000000        1.9999999999999999E-006
   15000.000000000000        1.0000000000000001E-005
   30000.000000000000        1.0000000000000001E-005
   30000000.000000000        1.0000000000000001E-005
