 Time points
          11
 Time  Density
   0.0000000000000000        0.0000000000000000     
   1.5000000000000000        0.0000000000000000     
   3.5000000000000000        0.0000000000000000     
   15.050000000000001       0.56689999999999996     
   75.004998999999998        2.0000000000000000     
   85.004998999999998        2.0000000000000000     
   95.004998999999998        4.5000000000000000     
   105.00499900000000        5.0000000000000000     
   115.00000000000000        5.0499999999999998     
   580.00000000000000        5.0499999999999998     
   6100.0000000000000        5.0499999999999998     
