 npl time [msec]
 19718  28400.4966
 rpl   zpl  tokpl
  525. -290.625  0.723179939
  525. -285.9375  0.717325241
  525. -281.25  0.690646177
  525. -276.5625  0.652656533
  525. -271.875  0.607453511
  525. -267.1875  0.557979973
  525. -262.5  0.506753194
  525. -257.8125  0.450099783
  525. -253.125  0.388142305
  525. -248.4375  0.321798311
  525. -243.75  0.253076865
  525. -239.0625  0.195514278
  525. -234.375  0.144442647
  525. -229.6875  0.0994032346
  525. -225.  0.0629051707
  525. -220.3125  0.0425119071
  525. -215.625  0.035872206
  525. -210.9375  0.0396481505
  525. -206.25  0.0483488895
  525. -201.5625  0.0575164917
  525. -196.875  0.0692725884
  525. -192.1875  0.0795219845
  525. -187.5  0.0865613699
  525. -182.8125  0.0941014566
  525. -178.125  0.106543816
  525. -173.4375  0.121657472
  525. -168.75  0.135406449
  525. -164.0625  0.142931663
  525. -159.375  0.146392469
  525. -154.6875  0.143543918
  525. -150.  0.136912643
  525. -145.3125  0.132763518
  525. -140.625  0.138149087
  525. -135.9375  0.14851639
  525. -131.25  0.163413046
  525. -126.5625  0.180871898
  525. -121.875  0.197697728
  525. -117.1875  0.212154608
  525. -112.5  0.225110625
  525. -107.8125  0.236009896
  525. -103.125  0.245742155
  525. -98.4375  0.255044951
  525. -93.75  0.264127834
  525. -89.0625  0.273232212
  525. -84.375  0.282634437
  525. -79.6875  0.29221098
  525. -75.  0.30203516
  525. -70.3125  0.312051802
  525. -65.625  0.322222942
  525. -60.9375  0.332510352
  525. -56.25  0.342895882
  525. -51.5625  0.353345663
  525. -46.875  0.363834711
  525. -42.1875  0.374347751
  525. -37.5  0.384861997
  525. -32.8125  0.39536306
  525. -28.125  0.405833027
  525. -23.4375  0.416243425
  525. -18.75  0.426584321
  525. -14.0625  0.436827134
  525. -9.375  0.446943075
  525. -4.6875  0.456916889
  525.  0.  0.466736863
  525.  4.6875  0.476381077
  525.  9.375  0.485823333
  525.  14.0625  0.495027025
  525.  18.75  0.503968596
  525.  23.4375  0.512604821
  525.  28.125  0.520904832
  525.  32.8125  0.52883215
  525.  37.5  0.536347889
  525.  42.1875  0.543419282
  525.  46.875  0.550004462
  525.  51.5625  0.556076269
  525.  56.25  0.561607276
  525.  60.9375  0.566548603
  525.  65.625  0.57087612
  525.  70.3125  0.574559318
  525.  75.  0.577574134
  525.  79.6875  0.579905735
  525.  84.375  0.581534626
  525.  89.0625  0.582454362
  525.  93.75  0.582648102
  525.  98.4375  0.582123455
  525.  103.125  0.580875095
  525.  107.8125  0.578911303
  525.  112.5  0.576236243
  525.  117.1875  0.572871291
  525.  121.875  0.568833597
  525.  126.5625  0.564139141
  525.  131.25  0.558818999
  525.  135.9375  0.552910745
  525.  140.625  0.546449048
  525.  145.3125  0.539463245
  525.  150.  0.531987355
  525.  154.6875  0.524058148
  525.  159.375  0.515715068
  525.  164.0625  0.506996078
  525.  168.75  0.497942574
  525.  173.4375  0.488585769
  525.  178.125  0.478961706
  525.  182.8125  0.469107828
  525.  187.5  0.459052454
  525.  192.1875  0.448815932
  525.  196.875  0.438421058
  525.  201.5625  0.42787443
  525.  206.25  0.417205498
  525.  210.9375  0.406447054
  525.  215.625  0.395610296
  525.  220.3125  0.384718709
  525.  225.  0.373792985
  525.  229.6875  0.362845101
  525.  234.375  0.351902718
  525.  239.0625  0.340979134
  525.  243.75  0.330098729
  525.  248.4375  0.319299978
  525.  253.125  0.308604184
  525.  257.8125  0.298051657
  525.  262.5  0.287709948
  525.  267.1875  0.277562604
  525.  271.875  0.267619176
  525.  276.5625  0.257852745
  525.  281.25  0.247769031
  525.  285.9375  0.237274067
  525.  290.625  0.225365732
  525.  295.3125  0.21093719
  525.  300.  0.194541552
  525.  304.6875  0.174875671
  525.  309.375  0.155889371
  525.  314.0625  0.141541635
  525.  318.75  0.133482069
  525.  323.4375  0.136609666
  525.  328.125  0.144392002
  525.  332.8125  0.145631486
  525.  337.5  0.138925455
  525.  342.1875  0.123821713
  525.  346.875  0.104486811
  525.  351.5625  0.0905271055
  525.  356.25  0.0809487727
  525.  360.9375  0.0669662753
  525.  365.625  0.0514586259
  525.  370.3125  0.0388696781
  525.  375.  0.0389445005
  525.  379.6875  0.0739333735
  525.  384.375  0.15472104
  525.  389.0625  0.284569118
  525.  393.75  0.470308575
  525.  398.4375  0.65174207
  525.  403.125  0.719311826
  525.  407.8125  0.392685139
  525.  412.5  0.270688728
  525.  417.1875  0.312341922
  527.34375 -328.125  0.318370178
  527.34375 -323.4375  0.315894603
  527.34375 -318.75  0.297602902
  527.34375 -314.0625  0.278387512
  527.34375 -309.375  0.277480759
  527.34375 -304.6875  0.349847644
  527.34375 -300.  0.513100145
  527.34375 -295.3125  0.657221687
  527.34375 -290.625  0.721971097
  527.34375 -285.9375  0.710981829
  527.34375 -281.25  0.680053362
  527.34375 -276.5625  0.638452843
  527.34375 -271.875  0.589938729
  527.34375 -267.1875  0.538898737
  527.34375 -262.5  0.484496757
  527.34375 -257.8125  0.424734424
  527.34375 -253.125  0.359988537
  527.34375 -248.4375  0.291575733
  527.34375 -243.75  0.225509039
  527.34375 -239.0625  0.171486702
  527.34375 -234.375  0.122643228
  527.34375 -229.6875  0.0811078438
  527.34375 -225.  0.0510842388
  527.34375 -220.3125  0.0384732409
  527.34375 -215.625  0.0374184935
  527.34375 -210.9375  0.0455663096
  527.34375 -206.25  0.053514011
  527.34375 -201.5625  0.0643446195
  527.34375 -196.875  0.076766418
  527.34375 -192.1875  0.0840603682
  527.34375 -187.5  0.0912524825
  527.34375 -182.8125  0.101014643
  527.34375 -178.125  0.115869632
  527.34375 -173.4375  0.130768377
  527.34375 -168.75  0.140775112
  527.34375 -164.0625  0.145855635
  527.34375 -159.375  0.145856289
  527.34375 -154.6875  0.139679538
  527.34375 -150.  0.133502401
  527.34375 -145.3125  0.1360658
  527.34375 -140.625  0.144916202
  527.34375 -135.9375  0.158542445
  527.34375 -131.25  0.175587616
  527.34375 -126.5625  0.193328382
  527.34375 -121.875  0.208301931
  527.34375 -117.1875  0.221850803
  527.34375 -112.5  0.233352519
  527.34375 -107.8125  0.2434365
  527.34375 -103.125  0.252886528
  527.34375 -98.4375  0.262130384
  527.34375 -93.75  0.271297834
  527.34375 -89.0625  0.280805165
  527.34375 -84.375  0.290496224
  527.34375 -79.6875  0.300443272
  527.34375 -75.  0.310614579
  527.34375 -70.3125  0.320960299
  527.34375 -65.625  0.331449002
  527.34375 -60.9375  0.342057132
  527.34375 -56.25  0.352747991
  527.34375 -51.5625  0.363505903
  527.34375 -46.875  0.374309921
  527.34375 -42.1875  0.385141234
  527.34375 -37.5  0.395981875
  527.34375 -32.8125  0.406819227
  527.34375 -28.125  0.417626207
  527.34375 -23.4375  0.428390842
  527.34375 -18.75  0.439087944
  527.34375 -14.0625  0.449682707
  527.34375 -9.375  0.460177843
  527.34375 -4.6875  0.470548609
  527.34375  0.  0.480785177
  527.34375  4.6875  0.490849794
  527.34375  9.375  0.500711419
  527.34375  14.0625  0.510336031
  527.34375  18.75  0.519693096
  527.34375  23.4375  0.528740904
  527.34375  28.125  0.537445486
  527.34375  32.8125  0.545754924
  527.34375  37.5  0.553638425
  527.34375  42.1875  0.561071273
  527.34375  46.875  0.567994414
  527.34375  51.5625  0.574364656
  527.34375  56.25  0.580144534
  527.34375  60.9375  0.585300963
  527.34375  65.625  0.589803991
  527.34375  70.3125  0.593621988
  527.34375  75.  0.596737282
  527.34375  79.6875  0.599124428
  527.34375  84.375  0.600771253
  527.34375  89.0625  0.601669185
  527.34375  93.75  0.601802609
  527.34375  98.4375  0.601172048
  527.34375  103.125  0.599775051
  527.34375  107.8125  0.597627486
  527.34375  112.5  0.59473505
  527.34375  117.1875  0.591108824
  527.34375  121.875  0.586773275
  527.34375  126.5625  0.581748633
  527.34375  131.25  0.576063509
  527.34375  135.9375  0.569753114
  527.34375  140.625  0.562848272
  527.34375  145.3125  0.555389962
  527.34375  150.  0.547442455
  527.34375  154.6875  0.539030259
  527.34375  159.375  0.530197213
  527.34375  164.0625  0.520977495
  527.34375  168.75  0.511420513
  527.34375  173.4375  0.501568878
  527.34375  178.125  0.491450761
  527.34375  182.8125  0.481110268
  527.34375  187.5  0.470576991
  527.34375  192.1875  0.45988754
  527.34375  196.875  0.449055179
  527.34375  201.5625  0.438105734
  527.34375  206.25  0.427036851
  527.34375  210.9375  0.4158808
  527.34375  215.625  0.404668537
  527.34375  220.3125  0.393408552
  527.34375  225.  0.382123785
  527.34375  229.6875  0.370833384
  527.34375  234.375  0.359552489
  527.34375  239.0625  0.348303854
  527.34375  243.75  0.337095754
  527.34375  248.4375  0.325965387
  527.34375  253.125  0.314944113
  527.34375  257.8125  0.304061251
  527.34375  262.5  0.293353595
  527.34375  267.1875  0.282906464
  527.34375  271.875  0.272628619
  527.34375  276.5625  0.262653718
  527.34375  281.25  0.252575529
  527.34375  285.9375  0.242177418
  527.34375  290.625  0.230800842
  527.34375  295.3125  0.217296035
  527.34375  300.  0.201406898
  527.34375  304.6875  0.182753399
  527.34375  309.375  0.162667585
  527.34375  314.0625  0.146100653
  527.34375  318.75  0.135691441
  527.34375  323.4375  0.134746115
  527.34375  328.125  0.142611733
  527.34375  332.8125  0.14663494
  527.34375  337.5  0.141512559
  527.34375  342.1875  0.128510584
  527.34375  346.875  0.109031886
  527.34375  351.5625  0.0930434979
  527.34375  356.25  0.0831976637
  527.34375  360.9375  0.0703009216
  527.34375  365.625  0.0539581677
  527.34375  370.3125  0.041003894
  527.34375  375.  0.0385588571
  527.34375  379.6875  0.0702368373
  527.34375  384.375  0.150075704
  527.34375  389.0625  0.279296662
  527.34375  393.75  0.467211456
  527.34375  398.4375  0.650410908
  527.34375  403.125  0.716133625
  527.34375  407.8125  0.385528434
  527.34375  412.5  0.276979923
  527.34375  417.1875  0.31833156
  529.6875 -328.125  0.320138086
  529.6875 -323.4375  0.322272965
  529.6875 -318.75  0.304890363
  529.6875 -314.0625  0.284561273
  529.6875 -309.375  0.282190109
  529.6875 -304.6875  0.354079267
  529.6875 -300.  0.519546857
  529.6875 -295.3125  0.663554496
  529.6875 -290.625  0.719932325
  529.6875 -285.9375  0.705266723
  529.6875 -281.25  0.670998223
  529.6875 -276.5625  0.626209735
  529.6875 -271.875  0.574672504
  529.6875 -267.1875  0.521950069
  529.6875 -262.5  0.464402341
  529.6875 -257.8125  0.401708128
  529.6875 -253.125  0.334380191
  529.6875 -248.4375  0.264375329
  529.6875 -243.75  0.203208167
  529.6875 -239.0625  0.150563357
  529.6875 -234.375  0.104171005
  529.6875 -229.6875  0.0662962514
  529.6875 -225.  0.044528852
  529.6875 -220.3125  0.0374034883
  529.6875 -215.625  0.0411162783
  529.6875 -210.9375  0.0498989324
  529.6875 -206.25  0.0592756195
  529.6875 -201.5625  0.0712429889
  529.6875 -196.875  0.0812404174
  529.6875 -192.1875  0.0883453208
  529.6875 -187.5  0.096113345
  529.6875 -182.8125  0.109501969
  529.6875 -178.125  0.124774374
  529.6875 -173.4375  0.137665159
  529.6875 -168.75  0.144526401
  529.6875 -164.0625  0.147155696
  529.6875 -159.375  0.142691207
  529.6875 -154.6875  0.135977546
  529.6875 -150.  0.134423119
  529.6875 -145.3125  0.141418686
  529.6875 -140.625  0.153394395
  529.6875 -135.9375  0.169691866
  529.6875 -131.25  0.187796011
  529.6875 -126.5625  0.203728778
  529.6875 -121.875  0.21787893
  529.6875 -117.1875  0.23013866
  529.6875 -112.5  0.240661455
  529.6875 -107.8125  0.250292994
  529.6875 -103.125  0.25971406
  529.6875 -98.4375  0.268967933
  529.6875 -93.75  0.278534943
  529.6875 -89.0625  0.288320919
  529.6875 -84.375  0.298364663
  529.6875 -79.6875  0.308662025
  529.6875 -75.  0.31916273
  529.6875 -70.3125  0.329822787
  529.6875 -65.625  0.340630273
  529.6875 -60.9375  0.351547321
  529.6875 -56.25  0.362545446
  529.6875 -51.5625  0.373624687
  529.6875 -46.875  0.38474867
  529.6875 -42.1875  0.39590821
  529.6875 -37.5  0.407092518
  529.6875 -32.8125  0.41827482
  529.6875 -28.125  0.429441015
  529.6875 -23.4375  0.440570337
  529.6875 -18.75  0.451633151
  529.6875 -14.0625  0.462632271
  529.6875 -9.375  0.473544235
  529.6875 -4.6875  0.484359016
  529.6875  0.  0.49503869
  529.6875  4.6875  0.505550926
  529.6875  9.375  0.515869467
  529.6875  14.0625  0.525950597
  529.6875  18.75  0.535759505
  529.6875  23.4375  0.545243036
  529.6875  28.125  0.55438293
  529.6875  32.8125  0.563125082
  529.6875  37.5  0.57141443
  529.6875  42.1875  0.579206441
  529.6875  46.875  0.586452483
  529.6875  51.5625  0.593109327
  529.6875  56.25  0.599141778
  529.6875  60.9375  0.604526852
  529.6875  65.625  0.609213507
  529.6875  70.3125  0.613175075
  529.6875  75.  0.616393263
  529.6875  79.6875  0.618841967
  529.6875  84.375  0.620504266
  529.6875  89.0625  0.621368549
  529.6875  93.75  0.621435809
  529.6875  98.4375  0.620694579
  529.6875  103.125  0.619149166
  529.6875  107.8125  0.616809007
  529.6875  112.5  0.613679745
  529.6875  117.1875  0.609778423
  529.6875  121.875  0.605125924
  529.6875  126.5625  0.599747928
  529.6875  131.25  0.593682514
  529.6875  135.9375  0.586965995
  529.6875  140.625  0.579624023
  529.6875  145.3125  0.571698372
  529.6875  150.  0.563239793
  529.6875  154.6875  0.554293269
  529.6875  159.375  0.544930685
  529.6875  164.0625  0.535186771
  529.6875  168.75  0.525098102
  529.6875  173.4375  0.51471135
  529.6875  178.125  0.504069215
  529.6875  182.8125  0.493214896
  529.6875  187.5  0.482177263
  529.6875  192.1875  0.470991978
  529.6875  196.875  0.45970011
  529.6875  201.5625  0.448304922
  529.6875  206.25  0.436829757
  529.6875  210.9375  0.425268758
  529.6875  215.625  0.413664153
  529.6875  220.3125  0.402028015
  529.6875  225.  0.390380229
  529.6875  229.6875  0.378737257
  529.6875  234.375  0.367113803
  529.6875  239.0625  0.355530303
  529.6875  243.75  0.344003084
  529.6875  248.4375  0.332548237
  529.6875  253.125  0.321202345
  529.6875  257.8125  0.309995571
  529.6875  262.5  0.298958932
  529.6875  267.1875  0.288165571
  529.6875  271.875  0.277607311
  529.6875  276.5625  0.267284313
  529.6875  281.25  0.257155983
  529.6875  285.9375  0.246714022
  529.6875  290.625  0.235737112
  529.6875  295.3125  0.223113212
  529.6875  300.  0.20777111
  529.6875  304.6875  0.190344671
  529.6875  309.375  0.169603455
  529.6875  314.0625  0.15111302
  529.6875  318.75  0.13853157
  529.6875  323.4375  0.133396945
  529.6875  328.125  0.140741374
  529.6875  332.8125  0.147175098
  529.6875  337.5  0.143611935
  529.6875  342.1875  0.132764698
  529.6875  346.875  0.113394164
  529.6875  351.5625  0.0955236951
  529.6875  356.25  0.0853129223
  529.6875  360.9375  0.0734403315
  529.6875  365.625  0.056403166
  529.6875  370.3125  0.0431783861
  529.6875  375.  0.0385302751
  529.6875  379.6875  0.067399587
  529.6875  384.375  0.146638998
  529.6875  389.0625  0.276104955
  529.6875  393.75  0.466352313
  529.6875  398.4375  0.650956401
  529.6875  403.125  0.706739501
  529.6875  407.8125  0.374937075
  529.6875  412.5  0.283779105
  529.6875  417.1875  0.324049257
  532.03125 -328.125  0.319566668
  532.03125 -323.4375  0.328369344
  532.03125 -318.75  0.312893879
  532.03125 -314.0625  0.291428029
  532.03125 -309.375  0.286435116
  532.03125 -304.6875  0.352234512
  532.03125 -300.  0.519061875
  532.03125 -295.3125  0.664395104
  532.03125 -290.625  0.717652949
  532.03125 -285.9375  0.700613922
  532.03125 -281.25  0.663704403
  532.03125 -276.5625  0.616176071
  532.03125 -271.875  0.562202623
  532.03125 -267.1875  0.507113751
  532.03125 -262.5  0.446643488
  532.03125 -257.8125  0.381027999
  532.03125 -253.125  0.311369828
  532.03125 -248.4375  0.240001669
  532.03125 -243.75  0.183693549
  532.03125 -239.0625  0.132496748
  532.03125 -234.375  0.0886283249
  532.03125 -229.6875  0.0552605546
  532.03125 -225.  0.0408082703
  532.03125 -220.3125  0.03857839
  532.03125 -215.625  0.0462033472
  532.03125 -210.9375  0.0544396941
  532.03125 -206.25  0.0653149163
  532.03125 -201.5625  0.077890167
  532.03125 -196.875  0.0852895684
  532.03125 -192.1875  0.0925879816
  532.03125 -187.5  0.102794586
  532.03125 -182.8125  0.117902146
  532.03125 -178.125  0.132841634
  532.03125 -173.4375  0.142205859
  532.03125 -168.75  0.146806135
  532.03125 -164.0625  0.14563728
  532.03125 -159.375  0.13911334
  532.03125 -154.6875  0.133513681
  532.03125 -150.  0.138281238
  532.03125 -145.3125  0.14839765
  532.03125 -140.625  0.163350611
  532.03125 -135.9375  0.181173238
  532.03125 -131.25  0.198402376
  532.03125 -126.5625  0.213187929
  532.03125 -121.875  0.226320656
  532.03125 -117.1875  0.237380076
  532.03125 -112.5  0.247283251
  532.03125 -107.8125  0.256883348
  532.03125 -103.125  0.266264597
  532.03125 -98.4375  0.275838698
  532.03125 -93.75  0.285698454
  532.03125 -89.0625  0.295809861
  532.03125 -84.375  0.306212682
  532.03125 -79.6875  0.316837591
  532.03125 -75.  0.327651571
  532.03125 -70.3125  0.338632293
  532.03125 -65.625  0.349748016
  532.03125 -60.9375  0.360971719
  532.03125 -56.25  0.372291636
  532.03125 -51.5625  0.383686604
  532.03125 -46.875  0.395142684
  532.03125 -42.1875  0.406647124
  532.03125 -37.5  0.418180562
  532.03125 -32.8125  0.429731043
  532.03125 -28.125  0.441271225
  532.03125 -23.4375  0.452781928
  532.03125 -18.75  0.464261017
  532.03125 -14.0625  0.475699633
  532.03125 -9.375  0.487074848
  532.03125 -4.6875  0.498356735
  532.03125  0.  0.50951425
  532.03125  4.6875  0.52051689
  532.03125  9.375  0.531322389
  532.03125  14.0625  0.541888447
  532.03125  18.75  0.552176601
  532.03125  23.4375  0.562162265
  532.03125  28.125  0.571762001
  532.03125  32.8125  0.580935557
  532.03125  37.5  0.589612262
  532.03125  42.1875  0.597764344
  532.03125  46.875  0.60535094
  532.03125  51.5625  0.612314228
  532.03125  56.25  0.618606678
  532.03125  60.9375  0.624195457
  532.03125  65.625  0.629043593
  532.03125  70.3125  0.633130355
  532.03125  75.  0.636428708
  532.03125  79.6875  0.638917788
  532.03125  84.375  0.640583198
  532.03125  89.0625  0.641413516
  532.03125  93.75  0.641408899
  532.03125  98.4375  0.640556997
  532.03125  103.125  0.638860813
  532.03125  107.8125  0.63633437
  532.03125  112.5  0.632980314
  532.03125  117.1875  0.628815856
  532.03125  121.875  0.623860463
  532.03125  126.5625  0.618138904
  532.03125  131.25  0.611687413
  532.03125  135.9375  0.604531408
  532.03125  140.625  0.596722504
  532.03125  145.3125  0.588321325
  532.03125  150.  0.579357892
  532.03125  154.6875  0.569882964
  532.03125  159.375  0.559950507
  532.03125  164.0625  0.549619262
  532.03125  168.75  0.538969689
  532.03125  173.4375  0.528023786
  532.03125  178.125  0.516826921
  532.03125  182.8125  0.505423536
  532.03125  187.5  0.493856882
  532.03125  192.1875  0.482158134
  532.03125  196.875  0.470359055
  532.03125  201.5625  0.458495476
  532.03125  206.25  0.446573818
  532.03125  210.9375  0.434607447
  532.03125  215.625  0.422596917
  532.03125  220.3125  0.410571883
  532.03125  225.  0.3985509
  532.03125  229.6875  0.386547151
  532.03125  234.375  0.374581484
  532.03125  239.0625  0.362660045
  532.03125  243.75  0.350805366
  532.03125  248.4375  0.339035244
  532.03125  253.125  0.327367474
  532.03125  257.8125  0.31584179
  532.03125  262.5  0.304486293
  532.03125  267.1875  0.293340902
  532.03125  271.875  0.282489595
  532.03125  276.5625  0.27184116
  532.03125  281.25  0.261529719
  532.03125  285.9375  0.251069708
  532.03125  290.625  0.240253966
  532.03125  295.3125  0.228209858
  532.03125  300.  0.213655279
  532.03125  304.6875  0.196767988
  532.03125  309.375  0.176519996
  532.03125  314.0625  0.156654589
  532.03125  318.75  0.141878169
  532.03125  323.4375  0.134093436
  532.03125  328.125  0.138935846
  532.03125  332.8125  0.146650788
  532.03125  337.5  0.145279177
  532.03125  342.1875  0.136263109
  532.03125  346.875  0.117531487
  532.03125  351.5625  0.0979743021
  532.03125  356.25  0.0872997782
  532.03125  360.9375  0.0763570667
  532.03125  365.625  0.0587577991
  532.03125  370.3125  0.0453213219
  532.03125  375.  0.038765834
  532.03125  379.6875  0.0653525097
  532.03125  384.375  0.144416368
  532.03125  389.0625  0.274984258
  532.03125  393.75  0.467812577
  532.03125  398.4375  0.653215672
  532.03125  403.125  0.694542825
  532.03125  407.8125  0.361460284
  532.03125  412.5  0.291218854
  532.03125  417.1875  0.329105698
  534.375 -328.125  0.315479805
  534.375 -323.4375  0.333578931
  534.375 -318.75  0.321432524
  534.375 -314.0625  0.299107122
  534.375 -309.375  0.290588204
  534.375 -304.6875  0.344756639
  534.375 -300.  0.512017734
  534.375 -295.3125  0.660022332
  534.375 -290.625  0.715425348
  534.375 -285.9375  0.697278929
  534.375 -281.25  0.658296233
  534.375 -276.5625  0.608374974
  534.375 -271.875  0.552422996
  534.375 -267.1875  0.494489454
  534.375 -262.5  0.431079849
  534.375 -257.8125  0.36270592
  534.375 -253.125  0.290839876
  534.375 -248.4375  0.222392738
  534.375 -243.75  0.166619795
  534.375 -239.0625  0.116952897
  534.375 -234.375  0.0757659011
  534.375 -229.6875  0.0490454049
  534.375 -225.  0.0393306088
  534.375 -220.3125  0.041376439
  534.375 -215.625  0.0503238047
  534.375 -210.9375  0.0594051822
  534.375 -206.25  0.0713666311
  534.375 -201.5625  0.0819122636
  534.375 -196.875  0.0891233884
  534.375 -192.1875  0.0969472932
  534.375 -187.5  0.110407404
  534.375 -182.8125  0.125861615
  534.375 -178.125  0.138688579
  534.375 -173.4375  0.145412581
  534.375 -168.75  0.147755172
  534.375 -164.0625  0.14263298
  534.375 -159.375  0.135935798
  534.375 -154.6875  0.135819303
  534.375 -150.  0.14375085
  534.375 -145.3125  0.156810166
  534.375 -140.625  0.17390129
  534.375 -135.9375  0.192275029
  534.375 -131.25  0.207737347
  534.375 -126.5625  0.221711517
  534.375 -121.875  0.233544491
  534.375 -117.1875  0.243890329
  534.375 -112.5  0.25363284
  534.375 -107.8125  0.263166034
  534.375 -103.125  0.272729646
  534.375 -98.4375  0.28264849
  534.375 -93.75  0.29280226
  534.375 -89.0625  0.303280912
  534.375 -84.375  0.314008316
  534.375 -79.6875  0.324952106
  534.375 -75.  0.336080712
  534.375 -70.3125  0.347370994
  534.375 -65.625  0.358789385
  534.375 -60.9375  0.370329852
  534.375 -56.25  0.381967773
  534.375 -51.5625  0.39369574
  534.375 -46.875  0.405495411
  534.375 -42.1875  0.417356553
  534.375 -37.5  0.42926189
  534.375 -32.8125  0.44118306
  534.375 -28.125  0.453115154
  534.375 -23.4375  0.465053232
  534.375 -18.75  0.47699219
  534.375 -14.0625  0.488910045
  534.375 -9.375  0.500773171
  534.375 -4.6875  0.512560843
  534.375  0.  0.524233596
  534.375  4.6875  0.535754311
  534.375  9.375  0.547072269
  534.375  14.0625  0.558180589
  534.375  18.75  0.569003086
  534.375  23.4375  0.579469892
  534.375  28.125  0.5895274
  534.375  32.8125  0.599131395
  534.375  37.5  0.608224559
  534.375  42.1875  0.616748825
  534.375  46.875  0.62465313
  534.375  51.5625  0.631880589
  534.375  56.25  0.638402618
  534.375  60.9375  0.644178876
  534.375  65.625  0.649179825
  534.375  70.3125  0.653375116
  534.375  75.  0.656746617
  534.375  79.6875  0.659268466
  534.375  84.375  0.660929292
  534.375  89.0625  0.661719952
  534.375  93.75  0.661634881
  534.375  98.4375  0.660669613
  534.375  103.125  0.658826391
  534.375  107.8125  0.656111159
  534.375  112.5  0.652532399
  534.375  117.1875  0.648109504
  534.375  121.875  0.642855647
  534.375  126.5625  0.636804806
  534.375  131.25  0.629979967
  534.375  135.9375  0.622418395
  534.375  140.625  0.61415909
  534.375  145.3125  0.605253298
  534.375  150.  0.595750549
  534.375  154.6875  0.585735029
  534.375  159.375  0.575242206
  534.375  164.0625  0.564330312
  534.375  168.75  0.553054861
  534.375  173.4375  0.541508003
  534.375  178.125  0.52972447
  534.375  182.8125  0.517746977
  534.375  187.5  0.50561346
  534.375  192.1875  0.493374839
  534.375  196.875  0.481050578
  534.375  201.5625  0.468676904
  534.375  206.25  0.45628426
  534.375  210.9375  0.443878335
  534.375  215.625  0.431460568
  534.375  220.3125  0.419035062
  534.375  225.  0.406633123
  534.375  229.6875  0.394260984
  534.375  234.375  0.381943093
  534.375  239.0625  0.369685593
  534.375  243.75  0.357501781
  534.375  248.4375  0.345413991
  534.375  253.125  0.333432799
  534.375  257.8125  0.321593841
  534.375  262.5  0.309925253
  534.375  267.1875  0.298461695
  534.375  271.875  0.287279275
  534.375  276.5625  0.276361139
  534.375  281.25  0.265732171
  534.375  285.9375  0.25523819
  534.375  290.625  0.244421194
  534.375  295.3125  0.232796786
  534.375  300.  0.219062829
  534.375  304.6875  0.202640382
  534.375  309.375  0.183279992
  534.375  314.0625  0.162406759
  534.375  318.75  0.145621579
  534.375  323.4375  0.135722126
  534.375  328.125  0.13732489
  534.375  332.8125  0.145502813
  534.375  337.5  0.146567574
  534.375  342.1875  0.138827028
  534.375  346.875  0.121409172
  534.375  351.5625  0.101193985
  534.375  356.25  0.0891783923
  534.375  360.9375  0.0788837521
  534.375  365.625  0.0609878966
  534.375  370.3125  0.047366502
  534.375  375.  0.0391932659
  534.375  379.6875  0.0640183816
  534.375  384.375  0.143364054
  534.375  389.0625  0.275924576
  534.375  393.75  0.471495247
  534.375  398.4375  0.657013236
  534.375  403.125  0.679078035
  534.375  407.8125  0.345548493
  534.375  412.5  0.299384279
  534.375  417.1875  0.332969214
  536.71875 -323.4375  0.337027434
  536.71875 -318.75  0.330210424
  536.71875 -314.0625  0.307714822
  536.71875 -309.375  0.29509628
  536.71875 -304.6875  0.332607285
  536.71875 -300.  0.498924683
  536.71875 -295.3125  0.650892916
  536.71875 -290.625  0.713299867
  536.71875 -285.9375  0.695226533
  536.71875 -281.25  0.654960896
  536.71875 -276.5625  0.602825852
  536.71875 -271.875  0.544813845
  536.71875 -267.1875  0.484123813
  536.71875 -262.5  0.417806644
  536.71875 -257.8125  0.346773909
  536.71875 -253.125  0.272897972
  536.71875 -248.4375  0.207039547
  536.71875 -243.75  0.151871198
  536.71875 -239.0625  0.103766291
  536.71875 -234.375  0.0653073479
  536.71875 -229.6875  0.045006731
  536.71875 -225.  0.0395800905
  536.71875 -220.3125  0.0452628983
  536.71875 -215.625  0.0540441745
  536.71875 -210.9375  0.0645605399
  536.71875 -206.25  0.0772107228
  536.71875 -201.5625  0.0855322021
  536.71875 -196.875  0.0928728881
  536.71875 -192.1875  0.102665294
  536.71875 -187.5  0.117885159
  536.71875 -182.8125  0.133078988
  536.71875 -178.125  0.142744289
  536.71875 -173.4375  0.147411215
  536.71875 -168.75  0.146075588
  536.71875 -164.0625  0.139434409
  536.71875 -159.375  0.134387777
  536.71875 -154.6875  0.139706309
  536.71875 -150.  0.150489894
  536.71875 -145.3125  0.166203021
  536.71875 -140.625  0.184512912
  536.71875 -135.9375  0.201480045
  536.71875 -131.25  0.21621988
  536.71875 -126.5625  0.229075297
  536.71875 -121.875  0.239997381
  536.71875 -117.1875  0.249946894
  536.71875 -112.5  0.259670932
  536.71875 -107.8125  0.269237252
  536.71875 -103.125  0.279190101
  536.71875 -98.4375  0.289382424
  536.71875 -93.75  0.299893976
  536.71875 -89.0625  0.310694325
  536.71875 -84.375  0.321736537
  536.71875 -79.6875  0.332989585
  536.71875 -75.  0.344428512
  536.71875 -70.3125  0.356016282
  536.71875 -65.625  0.367747666
  536.71875 -60.9375  0.379606558
  536.71875 -56.25  0.391577259
  536.71875 -51.5625  0.403649563
  536.71875 -46.875  0.415806241
