  ktime
 9999
  time [S], rpp
  10.6204971  622.926784 723
  10.6304971  622.962616 724
  10.6404971  623.002043 725
  10.6504971  623.041655 726
  10.6604971  623.082931 727
  10.6704971  623.12398 728
  10.6804971  623.165394 729
  10.6904971  623.206338 730
  10.7004971  623.245727 731
  10.7104971  623.285648 732
  10.7204971  623.321906 733
  10.7304971  623.361175 734
  10.7404971  623.402916 735
  10.7504971  623.441344 736
  10.7604971  623.479532 737
  10.7704971  623.518019 738
  10.7804971  623.556536 739
  10.7904971  623.593645 740
  10.8004971  623.632039 741
  10.8104971  623.672242 742
  10.8204971  623.713939 743
  10.8304971  623.753589 744
  10.8404971  623.795503 745
  10.8504971  623.83458 746
  10.8604971  623.875236 747
  10.8704971  623.916674 748
  10.8804971  623.956008 749
  10.8904971  623.996085 750
  10.9004971  624.039627 751
  10.9104971  624.08202 752
  10.9204971  624.121299 753
  10.9304971  624.164357 754
  10.9404971  624.208963 755
  10.9504971  624.2516 756
  10.9604971  624.290129 757
  10.9704971  624.330597 758
  10.9804971  624.374787 759
  10.9904971  624.505135 760
  11.0004971  624.597842 761
  11.0104971  624.63299 762
  11.0204971  624.608829 763
  11.0304971  624.581311 764
  11.0404971  624.601811 765
  11.0504971  624.633573 766
  11.0604971  624.640264 767
  11.0704971  624.698046 768
  11.0804971  624.629231 769
  11.0904971  624.783276 770
  11.1004971  624.741736 771
  11.1104971  624.703673 772
  11.1204971  624.739284 773
  11.1304971  624.927535 774
  11.1404971  624.927215 775
  11.1504971  624.911424 776
  11.1604971  624.907855 777
  11.1704971  624.933791 778
  11.1804971  624.978096 779
  11.1904972  625.016295 780
  11.2004972  625.030482 781
  11.2104972  625.061195 782
  11.2204972  625.156388 783
  11.2304972  625.165786 784
  11.2404972  625.189269 785
  11.2504972  625.23536 786
  11.2604972  625.272413 787
  11.2704972  625.297017 788
  11.2804972  625.32275 789
  11.2904972  625.396438 790
  11.3004972  625.428373 791
  11.3104972  625.465143 792
  11.3204972  625.535115 793
  11.3304972  625.576512 794
  11.3404972  625.596795 795
  11.3504972  625.632519 796
  11.3604972  625.706214 797
  11.3704972  625.723146 798
  11.3804972  625.75472 799
  11.3904972  625.790748 800
  11.4004972  625.868165 801
  11.4104972  625.908482 802
  11.4204972  625.947842 803
  11.4304972  625.976778 804
  11.4404972  626.034653 805
  11.4504972  626.072459 806
  11.4604972  626.083774 807
  11.4704972  626.128299 808
  11.4804972  626.176964 809
  11.4904972  626.24168 810
  11.5004972  626.264385 811
  11.5104972  626.314086 812
  11.5204972  626.347585 813
  11.5304972  626.402276 814
  11.5404972  626.462114 815
  11.5504972  626.487893 816
  11.5604972  626.536827 817
  11.5704972  626.598237 818
  11.5804972  626.641054 819
  11.5904972  626.672042 820
  11.6004972  626.7213 821
  11.6104972  626.751082 822
  11.6204972  626.823703 823
  11.6304972  626.851528 824
  11.6404972  626.889019 825
  11.6504972  626.896986 826
  11.6604972  626.93409 827
  11.6704972  626.95644 828
  11.6804972  626.987748 829
  11.6904972  627.042391 830
  11.7004972  627.044537 831
  11.7104972  627.091937 832
  11.7204972  627.115706 833
  11.7304972  627.152739 834
  11.7404972  627.154396 835
  11.7504972  627.175846 836
  11.7604972  627.215542 837
  11.7704972  627.235099 838
  11.7804972  627.253759 839
  11.7904972  627.23916 840
  11.8004972  627.236289 841
  11.8104972  627.244392 842
  11.8204972  627.27139 843
  11.8304972  627.259974 844
  11.8404972  627.259037 845
  11.8504972  627.274036 846
  11.8604972  627.262654 847
  11.8704972  627.254874 848
  11.8804972  627.277551 849
  11.8904972  627.26135 850
  11.9004972  627.266523 851
  11.9104972  627.248358 852
  11.9204972  627.238247 853
  11.9304972  627.244679 854
  11.9404972  627.235415 855
  11.9504972  627.229623 856
  11.9604972  627.208942 857
  11.9704972  627.190978 858
  11.9804972  627.161438 859
  11.9904972  627.123117 860
  12.0004972  627.102377 861
  12.0104972  627.095394 862
  12.0204972  627.057428 863
  12.0304972  627.042181 864
  12.0404972  626.996124 865
  12.0504972  626.969073 866
  12.0604972  626.96293 867
  12.0704972  626.934665 868
  12.0804972  626.896267 869
  12.0904972  626.869982 870
  12.1004972  626.860504 871
  12.1104972  626.837384 872
  12.1204972  626.816029 873
  12.1304972  626.78087 874
  12.1404972  626.756166 875
  12.1504972  626.733659 876
  12.1604972  626.701704 877
