  ktime 
 10
  time [S], zeff_a		zeff_b 
  -0.01     2.3125e-05		2.3067e-05
  3.5	    2.3125e-05		2.3067e-05
  5.4	    3.4e-05		3.4e-05
  12.0	    2.5e-05		2.5e-05
  18.5	    2.0e-05		2.0e-05
  23.7	    1.8e-05		1.8e-05
  28.7	    1.75e-05		1.75e-05
  34.5	    1.73e-05		1.73e-05
  50.0	    1.7	e-05		1.7e-05
  1000.     1.70e-05		1.70e-05






