  ktime
 9999
  time [S], zpp
  4.71049684  4.89193681 132
  4.72049684  5.00282357 133
  4.73049684  5.13095098 134
  4.74049684  5.28174756 135
  4.75049684  5.39186621 136
  4.76049684  5.53157656 137
  4.77049685  5.67013063 138
  4.78049685  5.81349549 139
  4.79049685  5.93564251 140
  4.80049685  6.05844172 141
  4.81049685  6.17603013 142
  4.82049685  6.30135833 143
  4.83049685  6.41374515 144
  4.84049685  6.54236347 145
  4.85049685  6.67061664 146
  4.86049685  6.80509947 147
  4.87049685  6.96227931 148
  4.88049685  7.12916557 149
  4.89049685  7.23326073 150
  4.90049685  7.31717798 151
  4.91049685  7.3923189 152
  4.92049685  7.45568587 153
  4.93049685  7.51834887 154
  4.94049685  7.59380758 155
  4.95049685  7.72506683 156
  4.96049685  7.86594591 157
  4.97049685  8.02464087 158
  4.98049686  8.18126802 159
  4.99049686  8.36313794 160
  5.00049686  8.53973688 161
  5.01049686  8.64809858 162
  5.02049686  8.75636914 163
  5.03049686  8.85720948 164
  5.04049686  8.97383052 165
  5.05049686  9.12499198 166
  5.06049686  9.28135536 167
  5.07049686  9.41579838 168
  5.08049686  9.52322813 169
  5.09049686  9.62699115 170
  5.10049686  9.7329083 171
  5.11049686  9.84906863 172
  5.12049686  9.97135321 173
  5.13049686  10.1023307 174
  5.14049686  10.257486 175
  5.15049686  10.4230373 176
  5.16049686  10.537783 177
  5.17049686  10.6557131 178
  5.18049686  10.8043258 179
  5.19049687  10.973827 180
  5.20049687  11.1061252 181
  5.21049687  11.2076319 182
  5.22049687  11.3048129 183
  5.23049687  11.4265999 184
  5.24049687  11.531357 185
  5.25049687  11.6419977 186
  5.26049687  11.7601484 187
  5.27049687  11.8812698 188
  5.28049687  12.0296778 189
  5.29049687  12.1423673 190
  5.30049687  12.2485607 191
  5.31049687  12.3502634 192
  5.32049687  12.4388005 193
  5.33049687  12.5137278 194
  5.34049687  12.5745862 195
  5.35049687  12.6418837 196
  5.36049687  12.7321958 197
  5.37049687  12.8438468 198
  5.38049687  12.9421657 199
  5.39049687  12.9930797 200
  5.40049688  13.0197993 201
  5.41049688  13.0358294 202
  5.42049688  13.0504133 203
  5.43049688  13.0647301 204
  5.44049688  13.0806019 205
  5.45049688  13.0929563 206
  5.46049688  13.1005916 207
  5.47049688  13.1137227 208
  5.48049688  13.1757108 209
  5.49049688  13.2574685 210
  5.50049688  13.3116745 211
  5.51049688  13.3630524 212
  5.52049688  13.4223243 213
  5.53049688  13.5012889 214
  5.54049688  13.5908835 215
  5.55049688  13.6844699 216
  5.56049688  13.7749723 217
  5.57049688  13.8611866 218
  5.58049688  13.9565611 219
  5.59049688  14.0725041 220
  5.60049688  14.2134809 221
  5.61049689  14.3535291 222
  5.62049689  14.4796696 223
  5.63049689  14.5961241 224
  5.64049689  14.7188298 225
  5.65049689  14.774648 226
  5.66049689  14.8377538 227
  5.67049689  14.9215125 228
  5.68049689  15.0045131 229
  5.69049689  15.1057522 230
  5.70049689  15.2208362 231
  5.71049689  15.3286118 232
  5.72049689  15.4000869 233
  5.73049689  15.4581203 234
  5.74049689  15.5228099 235
  5.75049689  15.5922949 236
  5.76049689  15.6591697 237
  5.77049689  15.7476559 238
  5.78049689  15.866664 239
  5.79049689  15.9924974 240
  5.80049689  16.0802 241
  5.81049689  16.1529001 242
  5.8204969  16.2223298 243
  5.8304969  16.2946774 244
  5.8404969  16.3689862 245
  5.8504969  16.4594684 246
  5.8604969  16.5588108 247
  5.8704969  16.660143 248
  5.8804969  16.7579866 249
  5.8904969  16.8589559 250
  5.9004969  16.9721692 251
  5.9104969  17.0825027 252
  5.9204969  17.1539087 253
  5.9304969  17.2232922 254
  5.9404969  17.2917709 255
  5.9504969  17.3741692 256
  5.9604969  17.4720465 257
  5.9704969  17.563719 258
  5.9804969  17.6265506 259
  5.9904969  17.6913093 260
  6.0004969  17.7508398 261
  6.0104969  17.8193803 262
  6.0204969  17.8901944 263
  6.03049691  17.9447208 264
  6.04049691  17.9834082 265
  6.05049691  18.0296063 266
  6.06049691  18.0843839 267
  6.07049691  18.1733258 268
  6.08049691  18.2893726 269
  6.09049691  18.3953719 270
  6.10049691  18.4503053 271
  6.11049691  18.5069217 272
  6.12049691  18.6004507 273
  6.13049691  18.7281543 274
  6.14049691  18.8516917 275
  6.15049691  18.9365717 276
  6.16049691  18.9965569 277
  6.17049691  19.0630094 278
  6.18049691  19.1298157 279
  6.19049691  19.200911 280
  6.20049691  19.2869647 281
  6.21049691  19.3936953 282
  6.22049691  19.4907151 283
  6.23049691  19.5745763 284
  6.24049692  19.6499803 285
  6.25049692  19.7204937 286
  6.26049692  19.8049128 287
  6.27049692  19.9081869 288
  6.28049692  19.9878311 289
  6.29049692  20.0252663 290
  6.30049692  20.0311499 291
  6.31049692  20.0306561 292
  6.32049692  20.0536417 293
  6.33049692  20.1091079 294
  6.34049692  20.1807272 295
  6.35049692  20.2453824 296
  6.36049692  20.2704852 297
  6.37049692  20.2642433 298
  6.38049692  20.2296388 299
  6.39049692  20.2067932 300
  6.40049692  20.2273537 301
  6.41049692  20.2628168 302
  6.42049692  20.3060656 303
  6.43049692  20.3379751 304
  6.44049692  20.3285047 305
  6.45049693  20.2980435 306
  6.46049693  20.2612545 307
  6.47049693  20.2615885 308
  6.48049693  20.3084097 309
  6.49049693  20.3821934 310
  6.50049693  20.4466645 311
  6.51049693  20.4956953 312
  6.52049693  20.4969816 313
  6.53049693  20.5044808 314
  6.54049693  20.5164372 315
  6.55049693  20.5628405 316
  6.56049693  20.6418069 317
  6.57049693  20.7278209 318
  6.58049693  20.7782074 319
  6.59049693  20.8226719 320
  6.60049693  20.8709143 321
  6.61049693  20.924912 322
  6.62049693  20.9645274 323
  6.63049693  20.9838237 324
  6.64049693  21.0105665 325
  6.65049693  21.0692527 326
  6.66049694  21.1575154 327
  6.67049694  21.2635928 328
  6.68049694  21.3819405 329
  6.69049694  21.5008701 330
  6.70049694  21.6105399 331
  6.71049694  21.6804591 332
  6.72049694  21.7061042 333
  6.73049694  21.7122307 334
  6.74049694  21.7073889 335
  6.75049694  21.7003455 336
  6.76049694  21.696265 337
  6.77049694  21.7388148 338
  6.78049694  21.8117284 339
  6.79049694  21.8817853 340
  6.80049694  21.921498 341
  6.81049694  21.9566964 342
  6.82049694  22.0121238 343
  6.83049694  22.109641 344
  6.84049694  22.2422527 345
  6.85049694  22.3714173 346
  6.86049694  22.4595375 347
  6.87049695  22.5402201 348
  6.88049695  22.6255073 349
  6.89049695  22.7320046 350
  6.90049695  22.8579859 351
  6.91049695  22.9485556 352
  6.92049695  22.9961571 353
  6.93049695  23.0422161 354
  6.94049695  23.0965163 355
  6.95049695  23.1476431 356
  6.96049695  23.1967333 357
  6.97049695  23.2435525 358
  6.98049695  23.2982321 359
  6.99049695  23.347027 360
  7.00049695  23.3804556 361
  7.01049695  23.4192511 362
  7.02049695  23.4746014 363
  7.03049695  23.5439823 364
  7.04049695  23.6007812 365
  7.05049695  23.6263035 366
  7.06049695  23.6667209 367
  7.07049695  23.7358215 368
  7.08049696  23.8176628 369
  7.09049696  23.8676994 370
  7.10049696  23.8741355 371
  7.11049696  23.868766 372
  7.12049696  23.8648075 373
  7.13049696  23.8855311 374
  7.14049696  23.9452444 375
  7.15049696  24.0341998 376
  7.16049696  24.1265745 377
  7.17049696  24.1702177 378
  7.18049696  24.1942598 379
  7.19049696  24.234585 380
  7.20049696  24.2953115 381
  7.21049696  24.3460243 382
  7.22049696  24.3912165 383
  7.23049696  24.451861 384
  7.24049696  24.5055925 385
  7.25049696  24.5187123 386
  7.26049696  24.5308854 387
  7.27049696  24.569056 388
  7.28049696  24.6196359 389
  7.29049697  24.6724172 390
  7.30049697  24.7455849 391
  7.31049697  24.8414249 392
  7.32049697  24.9499591 393
  7.33049697  25.0472348 394
  7.34049697  25.0792927 395
  7.35049697  25.1103651 396
  7.36049697  25.1781263 397
  7.37049697  25.2983106 398
  7.38049697  25.447195 399
  7.39049697  25.5587949 400
  7.40049697  25.5977224 401
  7.41049697  25.6257471 402
  7.42049697  25.6765666 403
  7.43049697  25.7575179 404
  7.44049697  25.8441502 405
  7.45049697  25.9058912 406
  7.46049697  25.9532634 407
  7.47049697  25.9946991 408
  7.48049697  26.0470754 409
  7.49049697  26.1027796 410
  7.50049698  26.1540343 411
  7.51049698  26.1946299 412
  7.52049698  26.2447099 413
  7.53049698  26.3005733 414
  7.54049698  26.3478584 415
  7.55049698  26.3827282 416
  7.56049698  26.4188126 417
  7.57049698  26.4584322 418
  7.58049698  26.5085392 419
  7.59049698  26.5916672 420
  7.60049698  26.6843045 421
  7.61049698  26.7536351 422
  7.62049698  26.8272136 423
  7.63049698  26.8932082 424
  7.64049698  26.9537593 425
  7.65049698  27.0067232 426
  7.66049698  27.0665551 427
  7.67049698  27.1188088 428
  7.68049698  27.1588535 429
  7.69049698  27.1839676 430
  7.70049698  27.19277 431
  7.71049698  27.2159615 432
  7.72049699  27.2919778 433
  7.73049699  27.3786499 434
  7.74049699  27.424215 435
  7.75049699  27.4114788 436
  7.76049699  27.4014425 437
  7.77049699  27.4364708 438
  7.78049699  27.5231735 439
  7.79049699  27.6163379 440
  7.80049699  27.6970433 441
  7.81049699  27.7510242 442
  7.82049699  27.7763263 443
  7.83049699  27.772382 444
  7.84049699  27.7748874 445
  7.85049699  27.8132555 446
  7.86049699  27.8797634 447
  7.87049699  27.9543482 448
  7.88049699  28.0264869 449
  7.89049699  28.0948073 450
  7.90049699  28.1537714 451
  7.91049699  28.2118602 452
  7.92049699  28.2732881 453
  7.930497  28.3486776 454
  7.940497  28.4391969 455
  7.950497  28.5311003 456
  7.960497  28.6149184 457
  7.970497  28.6788932 458
  7.980497  28.7242859 459
  7.990497  28.760948 460
  8.000497  28.7907814 461
  8.010497  28.7936177 462
  8.020497  28.779786 463
  8.030497  28.7477191 464
  8.040497  28.7024332 465
  8.050497  28.6686933 466
  8.060497  28.6662644 467
  8.070497  28.7025109 468
  8.080497  28.749494 469
  8.090497  28.7696571 470
  8.100497  28.7516196 471
  8.110497  28.7108009 472
  8.120497  28.6678051 473
  8.130497  28.650764 474
  8.14049701  28.6666429 475
  8.15049701  28.6872656 476
  8.16049701  28.675389 477
  8.17049701  28.6204935 478
  8.18049701  28.573174 479
  8.19049701  28.6028273 480
  8.20049701  28.7015529 481
  8.21049701  28.8035783 482
  8.22049701  28.848839 483
  8.23049701  28.8652789 484
  8.24049701  28.8588871 485
  8.25049701  28.8449893 486
  8.26049701  28.857809 487
  8.27049701  28.9338967 488
  8.28049701  29.0433502 489
  8.29049701  29.1568409 490
  8.30049701  29.2260246 491
  8.31049701  29.2263921 492
  8.32049701  29.2180064 493
  8.33049701  29.2341521 494
  8.34049701  29.2740301 495
  8.35049702  29.3014897 496
  8.36049702  29.2675741 497
  8.37049702  29.2296343 498
  8.38049702  29.1992048 499
  8.39049702  29.1906842 500
  8.40049702  29.2238511 501
  8.41049702  29.2698201 502
  8.42049702  29.2922618 503
  8.43049702  29.2715186 504
  8.44049702  29.2127788 505
  8.45049702  29.1410846 506
  8.46049702  29.1114331 507
  8.47049702  29.1192618 508
  8.48049702  29.1132691 509
  8.49049702  29.0639056 510
  8.50049702  28.9931532 511
  8.51049702  28.8997306 512
  8.52049702  28.8124361 513
  8.53049702  28.7519093 514
  8.54049702  28.6997535 515
  8.55049702  28.6344987 516
  8.56049703  28.550584 517
  8.57049703  28.4674727 518
  8.58049703  28.3872073 519
  8.59049703  28.2971032 520
  8.60049703  28.1918228 521
  8.61049703  28.0814266 522
  8.62049703  27.9897815 523
  8.63049703  27.8945536 524
  8.64049703  27.7744903 525
  8.65049703  27.6467496 526
  8.66049703  27.5428561 527
  8.67049703  27.4602841 528
  8.68049703  27.3780487 529
  8.69049703  27.286743 530
  8.70049703  27.179691 531
  8.71049703  27.0598722 532
  8.72049703  26.9620629 533
  8.73049703  26.9159987 534
  8.74049703  26.8683743 535
  8.75049703  26.834276 536
  8.76049703  26.8124086 537
  8.77049704  26.7709708 538
  8.78049704  26.6853157 539
  8.79049704  26.5629266 540
  8.80049704  26.4538386 541
  8.81049704  26.4056017 542
  8.82049704  26.3687775 543
  8.83049704  26.3228213 544
  8.84049704  26.261461 545
  8.85049704  26.2109836 546
  8.86049704  26.2128377 547
  8.87049704  26.2396455 548
  8.88049704  26.2704891 549
  8.89049704  26.2719987 550
  8.90049704  26.2291692 551
  8.91049704  26.1632398 552
  8.92049704  26.1275172 553
  8.93049704  26.1582266 554
  8.94049704  26.1979608 555
  8.95049704  26.230066 556
  8.96049704  26.2502183 557
  8.97049704  26.2507596 558
  8.98049705  26.2334476 559
  8.99049705  26.2097164 560
  9.00049705  26.2149965 561
  9.01049705  26.2591504 562
  9.02049705  26.3210028 563
  9.03049705  26.3825801 564
  9.04049705  26.4450472 565
  9.05049705  26.4982888 566
  9.06049705  26.5133165 567
  9.07049705  26.4864349 568
  9.08049705  26.4351378 569
  9.09049705  26.3828637 570
  9.10049705  26.3659034 571
  9.11049705  26.3522893 572
  9.12049705  26.3361833 573
  9.13049705  26.3558176 574
  9.14049705  26.4022005 575
  9.15049705  26.43897 576
  9.16049705  26.4469548 577
  9.17049705  26.4589992 578
  9.18049705  26.4784809 579
  9.19049706  26.469404 580
  9.20049706  26.4101029 581
  9.21049706  26.3304723 582
  9.22049706  26.2577562 583
  9.23049706  26.2180374 584
  9.24049706  26.1683957 585
  9.25049706  26.0710942 586
  9.26049706  25.9155308 587
  9.27049706  25.7284422 588
  9.28049706  25.6036224 589
  9.29049706  25.5011871 590
  9.30049706  25.5578905 591
  9.31049706  25.6091773 592
  9.32049706  25.5473406 593
  9.33049706  25.4413022 594
  9.34049706  25.3075258 595
  9.35049706  25.1593662 596
  9.36049706  25.0654958 597
  9.37049706  25.0613391 598
  9.38049706  25.0498513 599
  9.39049706  24.9825967 600
  9.40049707  24.8594667 601
  9.41049707  24.7164777 602
  9.42049707  24.6482361 603
  9.43049707  24.5764923 604
  9.44049707  24.4918627 605
  9.45049707  24.4286449 606
  9.46049707  24.3991797 607
  9.47049707  24.3784557 608
  9.48049707  24.349157 609
  9.49049707  24.3168916 610
  9.50049707  24.3077685 611
  9.51049707  24.3184441 612
  9.52049707  24.3318701 613
  9.53049707  24.3043355 614
  9.54049707  24.2460884 615
  9.55049707  24.1836474 616
  9.56049707  24.1240179 617
  9.57049707  24.0981175 618
  9.58049707  24.1367445 619
  9.59049707  24.2043301 620
  9.60049707  24.2702233 621
  9.61049708  24.2876651 622
  9.62049708  24.2523736 623
  9.63049708  24.1915206 624
  9.64049708  24.1625782 625
  9.65049708  24.1568906 626
  9.66049708  24.1841793 627
  9.67049708  24.2603604 628
  9.68049708  24.3694279 629
  9.69049708  24.4903129 630
  9.70049708  24.6094123 631
  9.71049708  24.6829156 632
  9.72049708  24.6666667 633
  9.73049708  24.6211023 634
  9.74049708  24.5440644 635
  9.75049708  24.4390584 636
  9.76049708  24.3604292 637
  9.77049708  24.3933704 638
  9.78049708  24.4381497 639
  9.79049708  24.4478836 640
  9.80049708  24.3900794 641
  9.81049708  24.2738959 642
  9.82049709  24.1555959 643
  9.83049709  24.1922863 644
  9.84049709  24.2362994 645
  9.85049709  24.2424808 646
  9.86049709  24.1922317 647
  9.87049709  24.0887387 648
  9.88049709  23.9652557 649
  9.89049709  23.9407266 650
  9.90049709  23.9330064 651
  9.91049709  23.9292424 652
  9.92049709  23.9167773 653
  9.93049709  23.8753018 654
  9.94049709  23.8000052 655
  9.95049709  23.6917351 656
  9.96049709  23.5891899 657
  9.97049709  23.6276201 658
  9.98049709  23.6967391 659
  9.99049709  23.7853076 660
  10.0004971  23.8630826 661
  10.0104971  23.9051176 662
  10.0204971  23.953147 663
  10.0304971  24.0324729 664
  10.0404971  24.121581 665
  10.0504971  24.1953852 666
  10.0604971  24.2787152 667
  10.0704971  24.392745 668
  10.0804971  24.533221 669
  10.0904971  24.6500247 670
  10.1004971  24.6439169 671
  10.1104971  24.6270332 672
  10.1204971  24.6370888 673
  10.1304971  24.7055861 674
  10.1404971  24.8194572 675
  10.1504971  24.946598 676
  10.1604971  25.0331616 677
  10.1704971  25.0792786 678
  10.1804971  25.122766 679
  10.1904971  25.1617774 680
  10.2004971  25.1733634 681
  10.2104971  25.1816012 682
  10.2204971  25.2395284 683
  10.2304971  25.3581494 684
  10.2404971  25.4781078 685
  10.2504971  25.4487515 686
  10.2604971  25.3988849 687
  10.2704971  25.3374403 688
  10.2804971  25.3071092 689
  10.2904971  25.3498997 690
  10.3004971  25.4289922 691
  10.3104971  25.51431 692
  10.3204971  25.5104847 693
  10.3304971  25.4907171 694
  10.3404971  25.4551571 695
  10.3504971  25.4002519 696
  10.3604971  25.3484883 697
  10.3704971  25.4077733 698
  10.3804971  25.4873279 699
  10.3904971  25.4953556 700
  10.4004971  25.4337957 701
  10.4104971  25.3226146 702
  10.4204971  25.1819416 703
  10.4304971  25.105234 704
  10.4404971  25.0924126 705
  10.4504971  25.0814819 706
  10.4604971  25.0569396 707
  10.4704971  25.0247209 708
  10.4804971  25.0015338 709
  10.4904971  25.0538218 710
  10.5004971  25.1482069 711
  10.5104971  25.2790324 712
  10.5204971  25.4304117 713
  10.5304971  25.572115 714
  10.5404971  25.676043 715
  10.5504971  25.6593443 716
  10.5604971  25.6989497 717
  10.5704971  25.6965767 718
  10.5804971  25.7173707 719
  10.5904971  25.7441682 720
  10.6004971  25.749183 721
  10.6104971  25.8012172 722
  10.6204971  25.8484131 723
  10.6304971  25.8949375 724
  10.6404971  25.955032 725
  10.6504971  25.9915777 726
  10.6604971  25.9888174 727
  10.6704971  25.8927028 728
  10.6804971  25.8276795 729
  10.6904971  25.8457166 730
  10.7004971  25.7902948 731
  10.7104971  25.7929965 732
  10.7204971  25.8399109 733
  10.7304971  25.9015553 734
  10.7404971  25.9115199 735
  10.7504971  25.9263837 736
  10.7604971  25.9485476 737
  10.7704971  25.9598426 738
  10.7804971  25.9880256 739
  10.7904971  26.0784303 740
  10.8004971  26.1122065 741
  10.8104971  26.1793571 742
  10.8204971  26.2474043 743
  10.8304971  26.2605562 744
  10.8404971  26.2710013 745
  10.8504971  26.296304 746
  10.8604971  26.3310807 747
  10.8704971  26.363617 748
  10.8804971  26.4094678 749
  10.8904971  26.4938424 750
  10.9004971  26.5640693 751
  10.9104971  26.6074135 752
  10.9204971  26.6658955 753
  10.9304971  26.7166514 754
  10.9404971  26.7287751 755
  10.9504971  26.6787727 756
  10.9604971  26.6590179 757
  10.9704971  26.6421834 758
  10.9804971  26.7178267 759
  10.9904971  26.891884 760
  11.0004971  26.5241936 761
  11.0104971  26.4464228 762
  11.0204971  26.6817218 763
  11.0304971  26.7552496 764
  11.0404971  26.4839158 765
  11.0504971  26.2199923 766
  11.0604971  26.0513711 767
  11.0704971  26.1440354 768
  11.0804971  25.7139967 769
  11.0904971  26.0810248 770
  11.1004971  25.0379816 771
  11.1104971  26.0393786 772
  11.1204971  25.6540113 773
  11.1304971  26.1504252 774
  11.1404971  26.4175727 775
  11.1504971  26.4159558 776
  11.1604971  26.3295685 777
  11.1704971  26.2700376 778
  11.1804971  26.1694952 779
  11.1904972  26.0583936 780
  11.2004972  25.9615506 781
  11.2104972  26.6135736 782
  11.2204972  26.2965121 783
  11.2304972  26.382473 784
  11.2404972  26.3576445 785
  11.2504972  26.264424 786
  11.2604972  26.4313944 787
  11.2704972  26.6408977 788
  11.2804972  26.6224844 789
  11.2904972  26.4904768 790
  11.3004972  26.4336819 791
  11.3104972  26.457906 792
  11.3204972  26.3605212 793
  11.3304972  26.2284878 794
  11.3404972  26.2280224 795
  11.3504972  26.2743966 796
  11.3604972  26.0723515 797
  11.3704972  25.9741751 798
  11.3804972  26.134581 799
  11.3904972  26.1982819 800
  11.4004972  25.9829501 801
  11.4104972  25.6929351 802
  11.4204972  25.6622493 803
  11.4304972  25.7333549 804
  11.4404972  25.6539968 805
  11.4504972  25.5454046 806
  11.4604972  25.6461633 807
  11.4704972  25.8741258 808
  11.4804972  25.9315786 809
  11.4904972  25.8196109 810
  11.5004972  25.8017726 811
  11.5104972  25.923516 812
  11.5204972  26.0783261 813
  11.5304972  26.1309991 814
  11.5404972  25.8870674 815
  11.5504972  25.8868686 816
  11.5604972  25.9801159 817
  11.5704972  25.780633 818
  11.5804972  25.7321245 819
  11.5904972  25.7979246 820
  11.6004972  25.7964301 821
  11.6104972  25.8632213 822
  11.6204972  25.8407655 823
  11.6304972  25.8643226 824
  11.6404972  25.8982626 825
  11.6504972  26.0368396 826
  11.6604972  26.2725124 827
  11.6704972  26.4867272 828
  11.6804972  26.6856652 829
  11.6904972  26.7149779 830
  11.7004972  26.8214717 831
  11.7104972  26.8933636 832
  11.7204972  26.9923761 833
  11.7304972  26.7809607 834
  11.7404972  26.9198652 835
  11.7504972  27.1427102 836
  11.7604972  27.1993852 837
  11.7704972  27.0786593 838
  11.7804972  26.9394007 839
  11.7904972  27.119415 840
  11.8004972  27.4525309 841
  11.8104972  27.7332078 842
  11.8204972  27.6654959 843
  11.8304972  27.8145825 844
  11.8404972  28.0572018 845
  11.8504972  28.2538708 846
  11.8604972  28.4804793 847
  11.8704972  28.7404074 848
  11.8804972  28.8743884 849
  11.8904972  29.0987928 850
  11.9004972  29.2684481 851
  11.9104972  29.5419094 852
  11.9204972  29.8200652 853
  11.9304972  29.8462998 854
  11.9404972  30.012601 855
  11.9504972  29.7048942 856
  11.9604972  29.7151819 857
  11.9704972  29.864939 858
  11.9804972  30.0900361 859
  11.9904972  30.4117472 860
  12.0004972  30.7002185 861
  12.0104972  30.6952516 862
  12.0204972  30.9062506 863
  12.0304972  31.0189086 864
  12.0404972  31.343281 865
  12.0504972  31.6132187 866
  12.0604972  31.6303624 867
  12.0704972  31.7606216 868
  12.0804972  31.9625276 869
  12.0904972  32.168629 870
  12.1004972  32.2302016 871
  12.1104972  32.3625784 872
  12.1204972  32.4566626 873
  12.1304972  32.6387684 874
  12.1404972  32.830239 875
  12.1504972  33.0048481 876
  12.1604972  33.2097448 877
  12.1704972  33.5074016 878
  12.1804972  33.8956073 879
  12.1904972  34.11519 880
  12.2004972  34.2643219 881
  12.2104972  34.1820168 882
  12.2204972  34.1562814 883
  12.2304972  34.2844012 884
  12.2404972  34.3887107 885
  12.2504972  34.5100058 886
  12.2604972  34.6489053 887
  12.2704972  34.821445 888
  12.2804972  35.0160312 889
  12.2904972  35.1952342 890
  12.3004972  35.3546323 891
  12.3104972  35.6346011 892
  12.3204972  35.9489316 893
  12.3304972  36.1303342 894
  12.3404972  36.3276555 895
  12.3504972  36.8508241 896
  12.3604972  37.285735 897
  12.3704972  37.4436122 898
  12.3804972  37.5326602 899
  12.3904972  37.5813523 900
  12.4004972  37.7702257 901
  12.4104972  38.183451 902
  12.4204972  38.6111603 903
  12.4304972  38.7531846 904
  12.4404972  38.9431436 905
  12.4504972  39.2028674 906
  12.4604972  39.6028445 907
  12.4704972  39.8314939 908
  12.4804972  40.0634672 909
  12.4904972  40.411882 910
  12.5004972  40.7819761 911
  12.5104972  40.7025863 912
  12.5204972  40.8500442 913
  12.5304972  41.0150742 914
  12.5404972  41.4743924 915
  12.5504972  41.4749241 916
  12.5604972  41.3894999 917
  12.5704972  41.8375612 918
  12.5804972  42.2070364 919
  12.5904972  42.2228228 920
  12.6004972  42.1710962 921
  12.6104972  42.3342825 922
  12.6204972  42.7057664 923
  12.6304972  42.8810377 924
  12.6404972  42.7560867 925
  12.6504972  42.8035088 926
  12.6604972  42.830497 927
  12.6704972  43.1202875 928
  12.6804972  43.4347811 929
  12.6904972  43.5486536 930
  12.7004972  43.4990923 931
