  ktime 
 526
  time [S], Ecoil [kA] 
  3.568000E+00 -2.456295E+00 -2.020587E+00 -2.409396E+00 -1.931970E+00
  3.570000E+00 -2.461891E+00 -2.009454E+00 -2.420499E+00 -1.920834E+00
  3.572000E+00 -2.456295E+00 -2.009454E+00 -2.426051E+00 -1.915267E+00
  3.574000E+00 -2.473081E+00 -2.020587E+00 -2.409396E+00 -1.892996E+00
  3.576000E+00 -2.478676E+00 -2.053985E+00 -2.409396E+00 -1.876293E+00
  3.578000E+00 -2.417129E+00 -2.020587E+00 -2.476015E+00 -1.909699E+00
  3.580000E+00 -2.422724E+00 -2.009454E+00 -2.453809E+00 -1.915267E+00
  3.582000E+00 -2.456295E+00 -2.037286E+00 -2.431602E+00 -1.892996E+00
  3.584000E+00 -2.467486E+00 -2.042852E+00 -2.426051E+00 -1.881861E+00
  3.586000E+00 -2.417129E+00 -2.059551E+00 -2.459361E+00 -1.876293E+00
  3.588000E+00 -2.445105E+00 -2.048419E+00 -2.420499E+00 -1.881861E+00
  3.590000E+00 -2.400343E+00 -2.026153E+00 -2.470464E+00 -1.909699E+00
  3.592000E+00 -2.422724E+00 -2.020587E+00 -2.431602E+00 -1.920834E+00
  3.594000E+00 -2.389153E+00 -2.009454E+00 -2.487118E+00 -1.931970E+00
  3.596000E+00 -2.439510E+00 -2.065118E+00 -2.442706E+00 -1.915267E+00
  3.598000E+00 -2.461891E+00 -2.037286E+00 -2.409396E+00 -1.909699E+00
  3.600000E+00 -2.383558E+00 -2.037286E+00 -2.514876E+00 -1.948672E+00
  3.602000E+00 -2.461891E+00 -2.081817E+00 -2.398293E+00 -1.881861E+00
  3.604000E+00 -2.467486E+00 -2.065118E+00 -2.387190E+00 -1.909699E+00
  3.606000E+00 -2.478676E+00 -2.053985E+00 -2.392741E+00 -1.898564E+00
  3.608000E+00 -2.450700E+00 -2.048419E+00 -2.392741E+00 -1.898564E+00
  3.610000E+00 -2.433915E+00 -2.020587E+00 -2.426051E+00 -1.915267E+00
  3.612000E+00 -2.422724E+00 -2.009454E+00 -2.437154E+00 -1.965375E+00
  3.614000E+00 -2.467486E+00 -2.003888E+00 -2.376086E+00 -1.959808E+00
  3.616000E+00 -2.478676E+00 -2.031720E+00 -2.381638E+00 -1.970943E+00
  3.618000E+00 -2.439510E+00 -2.003888E+00 -2.392741E+00 -2.026619E+00
  3.620000E+00 -2.478676E+00 -2.026153E+00 -2.315019E+00 -1.959808E+00
  3.622000E+00 -2.445105E+00 -1.987189E+00 -2.381638E+00 -2.021052E+00
  3.624000E+00 -2.478676E+00 -2.026153E+00 -2.364983E+00 -2.004349E+00
  3.626000E+00 -2.467486E+00 -2.009454E+00 -2.370535E+00 -2.015484E+00
  3.628000E+00 -2.461891E+00 -2.020587E+00 -2.387190E+00 -1.993214E+00
  3.630000E+00 -2.484271E+00 -2.015021E+00 -2.364983E+00 -2.004349E+00
  3.632000E+00 -2.467486E+00 -2.015021E+00 -2.387190E+00 -1.998781E+00
  3.634000E+00 -2.495462E+00 -2.015021E+00 -2.353880E+00 -1.998781E+00
  3.636000E+00 -2.450700E+00 -2.009454E+00 -2.403845E+00 -2.004349E+00
  3.638000E+00 -2.473081E+00 -2.003888E+00 -2.370535E+00 -1.998781E+00
  3.640000E+00 -2.489866E+00 -2.037286E+00 -2.359432E+00 -1.976511E+00
  3.642000E+00 -2.461891E+00 -2.003888E+00 -2.409396E+00 -2.021052E+00
  3.644000E+00 -2.523438E+00 -2.048419E+00 -2.376086E+00 -1.993214E+00
  3.646000E+00 -2.456295E+00 -2.026153E+00 -2.403845E+00 -1.998781E+00
  3.648000E+00 -2.445105E+00 -2.026153E+00 -2.426051E+00 -1.998781E+00
  3.650000E+00 -2.456295E+00 -2.020587E+00 -2.392741E+00 -1.987646E+00
  3.652000E+00 -2.473081E+00 -2.042852E+00 -2.414948E+00 -1.970943E+00
  3.654000E+00 -2.456295E+00 -2.037286E+00 -2.420499E+00 -1.948672E+00
  3.656000E+00 -2.456295E+00 -2.037286E+00 -2.431602E+00 -1.943105E+00
  3.658000E+00 -2.467486E+00 -2.026153E+00 -2.409396E+00 -1.943105E+00
  3.660000E+00 -2.467486E+00 -2.037286E+00 -2.442706E+00 -1.931970E+00
  3.662000E+00 -2.433915E+00 -2.015021E+00 -2.459361E+00 -1.948672E+00
  3.664000E+00 -2.473081E+00 -2.037286E+00 -2.414948E+00 -1.931970E+00
  3.666000E+00 -2.445105E+00 -2.037286E+00 -2.453809E+00 -1.926402E+00
  3.668000E+00 -2.428319E+00 -2.020587E+00 -2.459361E+00 -1.948672E+00
  3.670000E+00 -2.445105E+00 -2.003888E+00 -2.442706E+00 -1.965375E+00
  3.672000E+00 -2.501057E+00 -2.037286E+00 -2.414948E+00 -1.931970E+00
  3.674000E+00 -2.450700E+00 -2.020587E+00 -2.464912E+00 -1.937537E+00
  3.676000E+00 -2.495462E+00 -2.037286E+00 -2.409396E+00 -1.926402E+00
  3.678000E+00 -2.445105E+00 -2.009454E+00 -2.437154E+00 -1.954240E+00
  3.680000E+00 -2.478676E+00 -2.026153E+00 -2.392741E+00 -1.948672E+00
  3.682000E+00 -2.445105E+00 -2.003888E+00 -2.448257E+00 -1.970943E+00
  3.684000E+00 -2.428319E+00 -1.992755E+00 -2.453809E+00 -1.976511E+00
  3.686000E+00 -2.512247E+00 -2.059551E+00 -2.414948E+00 -1.982078E+00
  3.688000E+00 -2.439510E+00 -1.992755E+00 -2.442706E+00 -2.021052E+00
  3.690000E+00 -2.433915E+00 -2.015021E+00 -2.448257E+00 -2.004349E+00
  3.692000E+00 -2.439510E+00 -2.026153E+00 -2.431602E+00 -1.998781E+00
  3.694000E+00 -2.428319E+00 -2.009454E+00 -2.414948E+00 -2.004349E+00
  3.696000E+00 -2.439510E+00 -1.992755E+00 -2.398293E+00 -2.015484E+00
  3.698000E+00 -2.478676E+00 -2.037286E+00 -2.370535E+00 -1.987646E+00
  3.700000E+00 -2.456295E+00 -2.042852E+00 -2.364983E+00 -1.987646E+00
  3.702000E+00 -2.433915E+00 -2.003888E+00 -2.392741E+00 -2.021052E+00
  3.704000E+00 -2.478676E+00 -2.042852E+00 -2.348328E+00 -1.998781E+00
  3.706000E+00 -2.422724E+00 -2.009454E+00 -2.403845E+00 -2.015484E+00
  3.708000E+00 -2.461891E+00 -2.037286E+00 -2.348328E+00 -1.993214E+00
  3.710000E+00 -2.428319E+00 -2.009454E+00 -2.398293E+00 -2.026619E+00
  3.712000E+00 -2.445105E+00 -2.048419E+00 -2.370535E+00 -1.993214E+00
  3.714000E+00 -2.467486E+00 -2.031720E+00 -2.353880E+00 -1.993214E+00
  3.716000E+00 -2.417129E+00 -2.015021E+00 -2.398293E+00 -2.015484E+00
  3.718000E+00 -2.439510E+00 -2.031720E+00 -2.381638E+00 -1.993214E+00
  3.720000E+00 -2.461891E+00 -2.048419E+00 -2.342777E+00 -1.982078E+00
  3.722000E+00 -2.445105E+00 -2.037286E+00 -2.364983E+00 -1.987646E+00
  3.724000E+00 -2.417129E+00 -2.020587E+00 -2.376086E+00 -1.993214E+00
  3.726000E+00 -2.400343E+00 -2.037286E+00 -2.376086E+00 -1.982078E+00
  3.728000E+00 -2.417129E+00 -2.053985E+00 -2.387190E+00 -1.959808E+00
  3.730000E+00 -2.456295E+00 -2.053985E+00 -2.392741E+00 -1.976511E+00
  3.732000E+00 -2.422724E+00 -2.009454E+00 -2.420499E+00 -1.987646E+00
  3.734000E+00 -2.456295E+00 -2.037286E+00 -2.398293E+00 -1.954240E+00
  3.736000E+00 -2.450700E+00 -2.009454E+00 -2.398293E+00 -1.970943E+00
  3.738000E+00 -2.473081E+00 -2.042852E+00 -2.387190E+00 -1.937537E+00
  3.740000E+00 -2.433915E+00 -2.003888E+00 -2.426051E+00 -1.982078E+00
  3.742000E+00 -2.501057E+00 -2.031720E+00 -2.381638E+00 -1.954240E+00
  3.744000E+00 -2.489866E+00 -2.037286E+00 -2.381638E+00 -1.909699E+00
  3.746000E+00 -2.484271E+00 -2.026153E+00 -2.420499E+00 -1.943105E+00
  3.748000E+00 -2.484271E+00 -2.009454E+00 -2.414948E+00 -1.943105E+00
  3.750000E+00 -2.473081E+00 -1.998322E+00 -2.426051E+00 -1.954240E+00
  3.752000E+00 -2.478676E+00 -1.998322E+00 -2.414948E+00 -1.965375E+00
  3.754000E+00 -2.467486E+00 -2.003888E+00 -2.414948E+00 -1.993214E+00
  3.756000E+00 -2.506652E+00 -2.009454E+00 -2.398293E+00 -1.970943E+00
  3.758000E+00 -2.467486E+00 -1.970490E+00 -2.426051E+00 -1.998781E+00
  3.760000E+00 -2.495462E+00 -1.964924E+00 -2.420499E+00 -2.009916E+00
  3.762000E+00 -2.517843E+00 -1.976056E+00 -2.387190E+00 -2.015484E+00
  3.764000E+00 -2.512247E+00 -1.964924E+00 -2.403845E+00 -2.021052E+00
  3.766000E+00 -2.534628E+00 -1.981623E+00 -2.392741E+00 -2.004349E+00
  3.768000E+00 -2.545819E+00 -2.015021E+00 -2.381638E+00 -1.998781E+00
  3.770000E+00 -2.540223E+00 -2.020587E+00 -2.381638E+00 -1.987646E+00
  3.772000E+00 -2.495462E+00 -1.992755E+00 -2.420499E+00 -2.032187E+00
  3.774000E+00 -2.517843E+00 -2.009454E+00 -2.370535E+00 -2.004349E+00
  3.776000E+00 -2.473081E+00 -1.992755E+00 -2.420499E+00 -2.037755E+00
  3.778000E+00 -2.545819E+00 -2.020587E+00 -2.342777E+00 -2.009916E+00
  3.780000E+00 -2.495462E+00 -1.998322E+00 -2.398293E+00 -2.060025E+00
  3.782000E+00 -2.540223E+00 -2.003888E+00 -2.359432E+00 -2.060025E+00
  3.784000E+00 -2.529033E+00 -2.009454E+00 -2.381638E+00 -2.048890E+00
  3.786000E+00 -2.529033E+00 -2.003888E+00 -2.364983E+00 -2.048890E+00
  3.788000E+00 -2.512247E+00 -2.015021E+00 -2.392741E+00 -2.048890E+00
  3.790000E+00 -2.529033E+00 -1.992755E+00 -2.376086E+00 -2.065593E+00
  3.792000E+00 -2.551414E+00 -2.015021E+00 -2.342777E+00 -2.037755E+00
  3.794000E+00 -2.489866E+00 -1.987189E+00 -2.370535E+00 -2.054457E+00
  3.796000E+00 -2.551414E+00 -2.015021E+00 -2.348328E+00 -2.043322E+00
  3.798000E+00 -2.517843E+00 -1.998322E+00 -2.409396E+00 -2.054457E+00
  3.800000E+00 -2.501057E+00 -1.981623E+00 -2.403845E+00 -2.071160E+00
  3.802000E+00 -2.534628E+00 -1.998322E+00 -2.376086E+00 -2.071160E+00
  3.804000E+00 -2.557009E+00 -2.037286E+00 -2.364983E+00 -2.048890E+00
  3.806000E+00 -2.545819E+00 -2.037286E+00 -2.381638E+00 -2.048890E+00
  3.808000E+00 -2.495462E+00 -2.009454E+00 -2.420499E+00 -2.121269E+00
  3.810000E+00 -2.551414E+00 -2.037286E+00 -2.370535E+00 -2.087863E+00
  3.812000E+00 -2.540223E+00 -2.059551E+00 -2.370535E+00 -2.060025E+00
  3.814000E+00 -2.506652E+00 -2.020587E+00 -2.420499E+00 -2.087863E+00
  3.816000E+00 -2.540223E+00 -2.009454E+00 -2.376086E+00 -2.087863E+00
  3.818000E+00 -2.573795E+00 -2.048419E+00 -2.353880E+00 -2.071160E+00
  3.820000E+00 -2.501057E+00 -2.037286E+00 -2.426051E+00 -2.104566E+00
  3.822000E+00 -2.523438E+00 -2.015021E+00 -2.387190E+00 -2.093431E+00
  3.824000E+00 -2.573795E+00 -2.065118E+00 -2.342777E+00 -2.076728E+00
  3.826000E+00 -2.557009E+00 -2.065118E+00 -2.359432E+00 -2.093431E+00
  3.828000E+00 -2.506652E+00 -2.026153E+00 -2.398293E+00 -2.110134E+00
  3.830000E+00 -2.517843E+00 -2.009454E+00 -2.392741E+00 -2.132404E+00
  3.832000E+00 -2.545819E+00 -2.053985E+00 -2.348328E+00 -2.076728E+00
  3.834000E+00 -2.501057E+00 -2.026153E+00 -2.381638E+00 -2.076728E+00
  3.836000E+00 -2.534628E+00 -2.037286E+00 -2.359432E+00 -2.082296E+00
  3.838000E+00 -2.523438E+00 -2.059551E+00 -2.364983E+00 -2.071160E+00
  3.840000E+00 -2.489866E+00 -2.031720E+00 -2.403845E+00 -2.082296E+00
  3.842000E+00 -2.506652E+00 -2.031720E+00 -2.381638E+00 -2.087863E+00
  3.844000E+00 -2.545819E+00 -2.037286E+00 -2.353880E+00 -2.082296E+00
  3.846000E+00 -2.562604E+00 -2.065118E+00 -2.331674E+00 -2.087863E+00
  3.848000E+00 -2.557009E+00 -2.053985E+00 -2.326122E+00 -2.093431E+00
  3.850000E+00 -2.540223E+00 -2.059551E+00 -2.337225E+00 -2.076728E+00
  3.852000E+00 -2.517843E+00 -2.059551E+00 -2.353880E+00 -2.071160E+00
  3.854000E+00 -2.517843E+00 -2.042852E+00 -2.376086E+00 -2.087863E+00
  3.856000E+00 -2.506652E+00 -2.031720E+00 -2.387190E+00 -2.098999E+00
  3.858000E+00 -2.495462E+00 -2.020587E+00 -2.403845E+00 -2.110134E+00
  3.860000E+00 -2.484271E+00 -2.009454E+00 -2.414948E+00 -2.115701E+00
  3.862000E+00 -2.473081E+00 -1.998322E+00 -2.381638E+00 -2.115701E+00
  3.864000E+00 -2.501057E+00 -2.015021E+00 -2.376086E+00 -2.115701E+00
  3.866000E+00 -2.540223E+00 -2.042852E+00 -2.348328E+00 -2.087863E+00
  3.868000E+00 -2.545819E+00 -2.065118E+00 -2.320570E+00 -2.093431E+00
  3.870000E+00 -2.512247E+00 -2.048419E+00 -2.359432E+00 -2.098999E+00
  3.872000E+00 -2.473081E+00 -2.037286E+00 -2.392741E+00 -2.121269E+00
  3.874000E+00 -2.461891E+00 -2.042852E+00 -2.398293E+00 -2.110134E+00
  3.876000E+00 -2.467486E+00 -2.037286E+00 -2.387190E+00 -2.115701E+00
  3.878000E+00 -2.501057E+00 -2.053985E+00 -2.376086E+00 -2.110134E+00
  3.880000E+00 -2.512247E+00 -2.070684E+00 -2.353880E+00 -2.087863E+00
  3.882000E+00 -2.523438E+00 -2.109649E+00 -2.342777E+00 -2.065593E+00
  3.884000E+00 -2.529033E+00 -2.104082E+00 -2.331674E+00 -2.054457E+00
  3.886000E+00 -2.506652E+00 -2.109649E+00 -2.320570E+00 -2.037755E+00
  3.888000E+00 -2.495462E+00 -2.092950E+00 -2.364983E+00 -2.048890E+00
  3.890000E+00 -2.484271E+00 -2.087383E+00 -2.376086E+00 -2.054457E+00
  3.892000E+00 -2.478676E+00 -2.081817E+00 -2.381638E+00 -2.060025E+00
  3.894000E+00 -2.456295E+00 -2.048419E+00 -2.414948E+00 -2.082296E+00
  3.896000E+00 -2.489866E+00 -2.042852E+00 -2.414948E+00 -2.087863E+00
  3.898000E+00 -2.501057E+00 -2.015021E+00 -2.370535E+00 -2.093431E+00
  3.900000E+00 -2.529033E+00 -2.037286E+00 -2.342777E+00 -2.065593E+00
  3.902000E+00 -2.551414E+00 -2.070684E+00 -2.331674E+00 -2.071160E+00
  3.904000E+00 -2.523438E+00 -2.070684E+00 -2.342777E+00 -2.143540E+00
  3.906000E+00 -2.512247E+00 -2.048419E+00 -2.348328E+00 -2.121269E+00
  3.908000E+00 -2.478676E+00 -2.015021E+00 -2.348328E+00 -2.149107E+00
  3.910000E+00 -2.534628E+00 -2.042852E+00 -2.309467E+00 -2.121269E+00
  3.912000E+00 -2.523438E+00 -2.048419E+00 -2.320570E+00 -2.098999E+00
  3.914000E+00 -2.495462E+00 -2.003888E+00 -2.348328E+00 -2.149107E+00
  3.916000E+00 -2.540223E+00 -2.031720E+00 -2.303916E+00 -2.110134E+00
  3.918000E+00 -2.478676E+00 -2.015021E+00 -2.359432E+00 -2.126837E+00
  3.920000E+00 -2.523438E+00 -2.031720E+00 -2.326122E+00 -2.121269E+00
  3.922000E+00 -2.512247E+00 -2.048419E+00 -2.320570E+00 -2.082296E+00
  3.924000E+00 -2.495462E+00 -2.026153E+00 -2.370535E+00 -2.115701E+00
  3.926000E+00 -2.529033E+00 -2.026153E+00 -2.326122E+00 -2.104566E+00
  3.928000E+00 -2.523438E+00 -2.042852E+00 -2.331674E+00 -2.093431E+00
  3.930000E+00 -2.489866E+00 -2.015021E+00 -2.370535E+00 -2.115701E+00
  3.932000E+00 -2.501057E+00 -1.998322E+00 -2.348328E+00 -2.126837E+00
  3.934000E+00 -2.545819E+00 -2.031720E+00 -2.298364E+00 -2.104566E+00
  3.936000E+00 -2.551414E+00 -2.037286E+00 -2.303916E+00 -2.076728E+00
  3.938000E+00 -2.506652E+00 -2.009454E+00 -2.359432E+00 -2.110134E+00
  3.940000E+00 -2.501057E+00 -2.015021E+00 -2.370535E+00 -2.104566E+00
  3.942000E+00 -2.495462E+00 -2.003888E+00 -2.370535E+00 -2.110134E+00
  3.944000E+00 -2.495462E+00 -1.992755E+00 -2.364983E+00 -2.154675E+00
  3.946000E+00 -2.512247E+00 -2.003888E+00 -2.331674E+00 -2.115701E+00
  3.948000E+00 -2.523438E+00 -2.009454E+00 -2.320570E+00 -2.110134E+00
  3.950000E+00 -2.551414E+00 -2.026153E+00 -2.320570E+00 -2.093431E+00
  3.952000E+00 -2.568199E+00 -2.026153E+00 -2.281709E+00 -2.076728E+00
  3.954000E+00 -2.545819E+00 -2.031720E+00 -2.303916E+00 -2.093431E+00
  3.956000E+00 -2.523438E+00 -2.020587E+00 -2.331674E+00 -2.154675E+00
  3.958000E+00 -2.495462E+00 -1.998322E+00 -2.359432E+00 -2.143540E+00
  3.960000E+00 -2.506652E+00 -2.003888E+00 -2.342777E+00 -2.154675E+00
  3.962000E+00 -2.501057E+00 -1.992755E+00 -2.348328E+00 -2.165810E+00
  3.964000E+00 -2.523438E+00 -2.009454E+00 -2.331674E+00 -2.143540E+00
  3.966000E+00 -2.557009E+00 -2.031720E+00 -2.309467E+00 -2.115701E+00
  3.968000E+00 -2.534628E+00 -2.053985E+00 -2.309467E+00 -2.098999E+00
  3.970000E+00 -2.523438E+00 -2.037286E+00 -2.331674E+00 -2.104566E+00
  3.972000E+00 -2.501057E+00 -2.015021E+00 -2.359432E+00 -2.115701E+00
  3.974000E+00 -2.495462E+00 -1.998322E+00 -2.376086E+00 -2.149107E+00
  3.976000E+00 -2.506652E+00 -2.003888E+00 -2.364983E+00 -2.137972E+00
  3.978000E+00 -2.540223E+00 -2.037286E+00 -2.326122E+00 -2.110134E+00
  3.980000E+00 -2.523438E+00 -2.015021E+00 -2.353880E+00 -2.137972E+00
  3.982000E+00 -2.517843E+00 -2.003888E+00 -2.376086E+00 -2.143540E+00
  3.984000E+00 -2.517843E+00 -2.003888E+00 -2.359432E+00 -2.137972E+00
  3.986000E+00 -2.506652E+00 -2.009454E+00 -2.364983E+00 -2.121269E+00
  3.988000E+00 -2.534628E+00 -2.026153E+00 -2.353880E+00 -2.110134E+00
  3.990000E+00 -2.529033E+00 -2.031720E+00 -2.353880E+00 -2.098999E+00
  3.992000E+00 -2.551414E+00 -2.053985E+00 -2.326122E+00 -2.071160E+00
  3.994000E+00 -2.506652E+00 -2.070684E+00 -2.364983E+00 -2.060025E+00
  3.996000E+00 -2.478676E+00 -2.059551E+00 -2.403845E+00 -2.087863E+00
  3.998000E+00 -2.467486E+00 -2.042852E+00 -2.426051E+00 -2.093431E+00
  4.000000E+00 -2.501057E+00 -2.037286E+00 -2.381638E+00 -2.093431E+00
