   1 176
  7.500000E+00  6.635869E-02  1.697319E+02  5.964457E-01  5.843678E+02  4.773512E+01
  1.528697E+02  1.630496E+00  5.400000E-01  6.516418E-01  1.871840E+00  1.054214E+01
  6.259395E+02  6.245801E+02  1.560327E+03  1.558659E+03  0.000000E+00  3.845237E+00
  2.444993E+00  0.000000E+00  5.950180E-01  7.311960E+01  1.602138E-04  1.002723E+02
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  7.989681E+01  9.266412E+01
  1.381912E+02  2.707969E+00  1.623857E+01  0.000000E+00  8.053761E+00  0.000000E+00
  1.957399E+00  0.000000E+00  9.710074E+00  0.000000E+00  1.234214E+01  0.000000E+00
  7.046901E+00  0.000000E+00 -1.603008E+00  0.000000E+00 -2.122293E+00  0.000000E+00
 -2.115721E+00  0.000000E+00 -4.238844E+00  0.000000E+00  1.391879E+01  0.000000E+00
  9.754799E-08  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  4.085000E+02  0.000000E+00  0.000000E+00  0.000000E+00
  1.630496E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  7.989681E+01  0.000000E+00
  9.266412E+01  0.000000E+00  1.381912E+02  0.000000E+00  2.707969E+00  0.000000E+00
  2.372439E-03  2.163032E+00  4.190939E+00  3.523717E-02  2.316029E-03  5.091064E+02
  1.197718E+03  1.197718E-02  2.316029E-03  3.229668E+01  1.870508E-01  4.085000E+02
  6.809703E+01  7.673289E+01  8.553487E+01  5.705940E+01  3.563744E+01  2.032055E+01
  9.847952E+00  3.429365E+00  4.194068E-01  8.371211E-01  5.334085E+00  1.484832E+01
  3.127651E+01  5.494636E+01  1.161933E+02  9.555486E+01  9.345990E+01  9.405919E+01
  9.753172E+01  9.114065E+01  8.840134E+01  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  4.500110E+04
   1 176
  7.498765E+00  6.663427E-02  1.697321E+02  5.971020E-01  5.843680E+02  4.773601E+01
  1.527582E+02  1.630479E+00  5.400000E-01  6.517506E-01  1.871837E+00  1.054190E+01
  6.366353E+02  6.291278E+02  1.582812E+03  1.556901E+03  5.299996E+01  3.845180E+00
  2.444195E+00  0.000000E+00  5.950247E-01  7.311960E+01  8.835371E-04  1.002727E+02
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.383379E-03  6.360716E-04
  3.791056E-03  3.941702E-03  1.623857E+01  1.841741E-07  8.053761E+00 -7.862671E-07
