ktime                                             
 14
time                                              
 -1.500000E+01  -820.
  1.500000E+01  -820.
  2.000000E+01  -820.
  6.999998E+01  -820.
  120.          -820.
  120.  -820.
  200.  -820.
  300.  -820.
  400.  -820.
  500.  -820.
  600.  -820.
  650   -805.
  700   -770.
  8.366664E+03 -770.

