  ktime 
 10
  time [S], gaps_3 [cm]		
  -0.01       	10.203
  29.37         10.203
  35.25         10.019
  42.12         9.8283
  49.26         9.4448
  56.21         9.1102
  63.22         8.4639
  72.55         8.1706
  100.          7.3994
  1000.         7.3994





